,oddsportal,matchday,home_team,away_team,correct_score,1N2_1,1N2_N,1N2_2,betexplorer,matchdate,period,location,season,competition,bet_won,target,odd_win,best_odd_won
165,soccer/world/world-cup-2006/japan-brazil-zDtbZ3Of,22.06.2006,Japan,Brazil,1:4,12.0,5.25,1.21,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-22,2006-06,world,2006,world-cup,2,2.0,1.21,True
166,soccer/world/world-cup-2006/czech-republic-italy-nkL3r818,22.06.2006,Czech Republic,Italy,0:2,3.95,3.15,1.95,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-22,2006-06,world,2006,world-cup,2,2.0,1.95,True
167,soccer/world/world-cup-2006/ghana-usa-pzv7sSGE,22.06.2006,Ghana,USA,2:1,2.2,3.25,2.75,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-22,2006-06,world,2006,world-cup,1,0.0,2.2,True
168,soccer/world/world-cup-2006/iran-angola-CnReN6Pr,21.06.2006,Iran,Angola,1:1,2.4,3.1,2.6,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-21,2006-06,world,2006,world-cup,N,1.0,3.1,False
169,soccer/world/world-cup-2006/portugal-mexico-dhzKvZfG,21.06.2006,Portugal,Mexico,2:1,2.2,2.62,3.5,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-21,2006-06,world,2006,world-cup,1,0.0,2.2,True
170,soccer/world/world-cup-2006/ivory-coast-serbia-and-montenegro-nH9KJXIj,21.06.2006,Ivory Coast,Serbia and Montenegro,3:2,2.1,3.2,3.0,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-21,2006-06,world,2006,world-cup,1,0.0,2.1,True
171,soccer/world/world-cup-2006/netherlands-argentina-YD5GKD3p,21.06.2006,Netherlands,Argentina,0:0,3.4,3.0,2.0,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-21,2006-06,world,2006,world-cup,N,1.0,3.0,False
172,soccer/world/world-cup-2006/paraguay-trinidad-tobago-fZCOSyd4,20.06.2006,Paraguay,Trinidad &amp; Tobago,2:0,1.8,3.75,3.3,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-20,2006-06,world,2006,world-cup,1,0.0,1.8,True
173,soccer/world/world-cup-2006/sweden-england-ra9KTHtb,20.06.2006,Sweden,England,2:2,3.1,2.62,2.37,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-20,2006-06,world,2006,world-cup,N,1.0,2.62,False
174,soccer/world/world-cup-2006/costa-rica-poland-YuIkCGBN,20.06.2006,Costa Rica,Poland,1:2,4.5,3.3,1.66,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-20,2006-06,world,2006,world-cup,2,2.0,1.66,True
175,soccer/world/world-cup-2006/saudi-arabia-ukraine-baBqos80,19.06.2006,Saudi Arabia,Ukraine,0:4,7.0,3.75,1.4,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-19,2006-06,world,2006,world-cup,2,2.0,1.4,True
176,soccer/world/world-cup-2006/spain-tunisia-xjAmp1N6,19.06.2006,Spain,Tunisia,3:1,1.3,4.0,9.5,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-19,2006-06,world,2006,world-cup,1,0.0,1.3,True
177,soccer/world/world-cup-2006/togo-switzerland-p8Dig50K,19.06.2006,Togo,Switzerland,0:2,6.5,3.6,1.44,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-19,2006-06,world,2006,world-cup,2,2.0,1.44,True
178,soccer/world/world-cup-2006/france-south-korea-6HEmfooE,18.06.2006,France,South Korea,1:1,1.44,3.5,7.0,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-18,2006-06,world,2006,world-cup,N,1.0,3.5,False
179,soccer/world/world-cup-2006/brazil-australia-tjsfzp9l,18.06.2006,Brazil,Australia,2:0,1.2,5.0,11.0,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-18,2006-06,world,2006,world-cup,1,0.0,1.2,True
180,soccer/world/world-cup-2006/japan-croatia-bsKsyQgr,18.06.2006,Japan,Croatia,0:0,5.0,3.3,1.61,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-18,2006-06,world,2006,world-cup,N,1.0,3.3,False
181,soccer/world/world-cup-2006/czech-republic-ghana-2yK8K491,17.06.2006,Czech Republic,Ghana,0:2,1.61,3.3,5.0,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-17,2006-06,world,2006,world-cup,2,2.0,5.0,False
182,soccer/world/world-cup-2006/portugal-iran-2VzGuFuA,17.06.2006,Portugal,Iran,2:0,1.3,4.0,9.5,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-17,2006-06,world,2006,world-cup,1,0.0,1.3,True
183,soccer/world/world-cup-2006/mexico-angola-OvxCteQ3,16.06.2006,Mexico,Angola,0:0,1.4,3.5,8.0,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-16,2006-06,world,2006,world-cup,N,1.0,3.5,False
184,soccer/world/world-cup-2006/netherlands-ivory-coast-SWSmPgeT,16.06.2006,Netherlands,Ivory Coast,2:1,1.9,3.1,3.6,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-16,2006-06,world,2006,world-cup,1,0.0,1.9,True
185,soccer/world/world-cup-2006/england-trinidad-tobago-AoBCVwCo,15.06.2006,England,Trinidad &amp; Tobago,2:0,1.13,5.5,15.0,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-15,2006-06,world,2006,world-cup,1,0.0,1.13,True
186,soccer/world/world-cup-2006/sweden-paraguay-lxAGUcRi,15.06.2006,Sweden,Paraguay,1:0,1.9,3.1,3.6,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-15,2006-06,world,2006,world-cup,1,0.0,1.9,True
187,soccer/world/world-cup-2006/ecuador-costa-rica-xEOtExsB,15.06.2006,Ecuador,Costa Rica,3:0,1.93,3.18,3.97,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-15,2006-06,world,2006,world-cup,1,0.0,1.93,True
188,soccer/world/world-cup-2006/spain-ukraine-bFgSn3wl,14.06.2006,Spain,Ukraine,4:0,1.83,3.13,4.34,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-14,2006-06,world,2006,world-cup,1,0.0,1.83,True
189,soccer/world/world-cup-2006/france-switzerland-AVYAW18D,13.06.2006,France,Switzerland,0:0,1.66,3.25,5.4,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-13,2006-06,world,2006,world-cup,N,1.0,3.25,False
190,soccer/world/world-cup-2006/south-korea-togo-Wvz7Xsg7,13.06.2006,South Korea,Togo,2:1,1.97,3.09,3.63,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-13,2006-06,world,2006,world-cup,1,0.0,1.97,True
191,soccer/world/world-cup-2006/brazil-croatia-ImxFu6oR,13.06.2006,Brazil,Croatia,1:0,1.4,3.5,8.0,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-13,2006-06,world,2006,world-cup,1,0.0,1.4,True
192,soccer/world/world-cup-2006/australia-japan-vcwBtnWK,12.06.2006,Australia,Japan,3:1,2.5,3.15,2.8,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-12,2006-06,world,2006,world-cup,1,0.0,2.5,True
193,soccer/world/world-cup-2006/italy-ghana-Y1F4Lpfe,12.06.2006,Italy,Ghana,2:0,1.52,3.4,6.75,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-12,2006-06,world,2006,world-cup,1,0.0,1.52,True
194,soccer/world/world-cup-2006/usa-czech-republic-fBG0MQvk,12.06.2006,USA,Czech Republic,0:3,4.0,3.2,1.9,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-12,2006-06,world,2006,world-cup,2,2.0,1.9,True
195,soccer/world/world-cup-2006/angola-portugal-rTKEsyBc,11.06.2006,Angola,Portugal,0:1,9.0,3.75,1.33,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-11,2006-06,world,2006,world-cup,2,2.0,1.33,True
196,soccer/world/world-cup-2006/serbia-and-montenegro-netherlands-K6PuRFQG,11.06.2006,Serbia and Montenegro,Netherlands,0:1,4.19,3.12,1.87,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-11,2006-06,world,2006,world-cup,2,2.0,1.87,True
197,soccer/world/world-cup-2006/england-paraguay-S2HgBzRT,10.06.2006,England,Paraguay,1:0,1.62,3.34,5.94,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-10,2006-06,world,2006,world-cup,1,0.0,1.62,True
198,soccer/world/world-cup-2006/germany-costa-rica-MwlNGvch,09.06.2006,Germany,Costa Rica,4:2,1.26,4.98,11.54,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-09,2006-06,world,2006,world-cup,1,0.0,1.26,True
199,soccer/world/world-cup-2006/poland-ecuador-0UnRFbCb,09.06.2006,Poland,Ecuador,0:2,1.9,3.25,3.75,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL,2006-06-09,2006-06,world,2006,world-cup,2,2.0,3.75,False
