oddsportal,matchday,home_team,away_team,correct_score,1N2_1,1N2_N,1N2_2,betexplorer,matchdate,period,location,season,competition,bet_won,target,odd_win,best_odd_won,home_team_rank_FIFA,away_team_rank_FIFA,home_score,away_score,diff_score,home_points,away_points
soccer/world/friendly-international-2010/montenegro-azerbaijan-OIbIScqG,17.11.2010,Montenegro,Azerbaijan,2:0,1.38,4.34,8.41,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-11-17,2010-11,world,2010,friendly-international,1,0.0,1.38,True,54.81818181818182,104.0,2.0,0.0,2.0,3.0,0.0
soccer/world/friendly-international-2010/netherlands-turkey-EHWjK6s7,17.11.2010,Netherlands,Turkey,1:0,1.44,4.14,7.32,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-11-17,2010-11,world,2010,friendly-international,1,0.0,1.44,True,81.45454545454545,31.454545454545453,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2010/northern-ireland-morocco-Qo1ZY5d0,17.11.2010,Northern Ireland,Morocco,1:1,3.04,3.09,2.39,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-11-17,2010-11,world,2010,friendly-international,N,1.0,3.09,False,48.27272727272727,76.27272727272727,1.0,1.0,0.0,1.0,1.0
soccer/world/friendly-international-2010/oman-belarus-WS9tf7YP,17.11.2010,Oman,Belarus,0:4,3.23,3.21,2.18,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-11-17,2010-11,world,2010,friendly-international,2,2.0,2.18,True,92.36363636363636,66.54545454545455,0.0,4.0,4.0,0.0,3.0
soccer/world/friendly-international-2010/portugal-spain-lpjDlodm,17.11.2010,Portugal,Spain,4:0,2.97,3.23,2.36,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-11-17,2010-11,world,2010,friendly-international,1,0.0,2.97,False,6.2727272727272725,1.1818181818181819,4.0,0.0,4.0,3.0,0.0
soccer/world/friendly-international-2010/romania-italy-6eyftl4Q,17.11.2010,Romania,Italy,1:1,3.92,3.21,1.97,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-11-17,2010-11,world,2010,friendly-international,N,1.0,3.21,False,40.90909090909091,9.272727272727273,1.0,1.0,0.0,1.0,1.0
soccer/world/friendly-international-2010/russia-belgium-EiLYQyES,17.11.2010,Russia,Belgium,0:2,1.58,3.72,5.87,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-11-17,2010-11,world,2010,friendly-international,2,2.0,5.87,False,13.909090909090908,60.0,0.0,2.0,2.0,0.0,3.0
soccer/world/friendly-international-2010/senegal-gabon-04gnW3tJ,17.11.2010,Senegal,Gabon,2:1,2.18,3.24,3.24,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-11-17,2010-11,world,2010,friendly-international,1,0.0,2.18,True,80.72727272727273,38.81818181818182,2.0,1.0,1.0,3.0,0.0
soccer/world/friendly-international-2010/slovenia-georgia-vk5wYPB6,17.11.2010,Slovenia,Georgia,1:2,1.51,3.86,6.51,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-11-17,2010-11,world,2010,friendly-international,2,2.0,6.51,False,21.90909090909091,103.54545454545455,1.0,2.0,1.0,0.0,3.0
soccer/world/friendly-international-2010/south-africa-usa-CYyjsUlK,17.11.2010,South Africa,USA,0:1,2.04,3.25,3.65,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-11-17,2010-11,world,2010,friendly-international,2,2.0,3.65,False,69.63636363636364,17.454545454545453,0.0,1.0,1.0,0.0,3.0
soccer/world/friendly-international-2010/sweden-germany-d2TuPlrr,17.11.2010,Sweden,Germany,0:0,3.62,3.29,2.05,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-11-17,2010-11,world,2010,friendly-international,N,1.0,3.29,False,36.81818181818182,4.636363636363637,0.0,0.0,0.0,1.0,1.0
soccer/world/friendly-international-2010/switzerland-ukraine-OSwvN8cl,17.11.2010,Switzerland,Ukraine,2:2,2.21,3.19,3.27,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-11-17,2010-11,world,2010,friendly-international,N,1.0,3.19,False,20.454545454545453,27.454545454545453,2.0,2.0,0.0,1.0,1.0
soccer/world/friendly-international-2010/jordan-cyprus-E3aA7d7j,16.11.2010,Jordan,Cyprus,0:0,2.9,3.27,2.32,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-11-16,2010-11,world,2010,friendly-international,N,1.0,3.27,False,100.9090909090909,70.9090909090909,0.0,0.0,0.0,1.0,1.0
soccer/world/friendly-international-2010/scotland-faroe-islands-YT55Vaac,16.11.2010,Scotland,Faroe Islands,3:0,1.11,7.7,18.87,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-11-16,2010-11,world,2010,friendly-international,1,0.0,1.11,True,46.45454545454545,125.81818181818181,3.0,0.0,3.0,3.0,0.0
soccer/world/friendly-international-2010/singapore-south-korea-vmWGt8ki,06.11.2010,Singapore,South Korea,2:0,5.64,4.12,1.45,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-11-06,2010-11,world,2010,friendly-international,1,0.0,5.64,False,126.0,45.09090909090909,2.0,0.0,2.0,3.0,0.0
soccer/world/friendly-international-2010/vietnam-north-korea-IwVKuS4c,06.11.2010,Vietnam,North Korea,0:2,3.75,3.38,1.83,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-11-06,2010-11,world,2010,friendly-international,2,2.0,1.83,True,125.27272727272727,103.45454545454545,0.0,2.0,2.0,0.0,3.0
soccer/world/friendly-international-2010/vietnam-singapore-8nhg1FDd,04.11.2010,Vietnam,Singapore,1:1,1.8,3.3,3.91,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-11-04,2010-11,world,2010,friendly-international,N,1.0,3.3,False,125.27272727272727,126.0,1.0,1.0,0.0,1.0,1.0
soccer/world/friendly-international-2010/singapore-north-korea-AHZ5PkXD,02.11.2010,Singapore,North Korea,1:2,9.48,4.78,1.27,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-11-02,2010-11,world,2010,friendly-international,2,2.0,1.27,True,126.0,103.45454545454545,1.0,2.0,1.0,0.0,3.0
soccer/world/friendly-international-2010/costa-rica-el-salvador-637VCpJb,13.10.2010,Costa Rica,El Salvador,2:1,1.54,3.87,5.91,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-13,2010-10,world,2010,friendly-international,1,0.0,1.54,True,51.45454545454545,90.36363636363636,2.0,1.0,1.0,3.0,0.0
soccer/world/friendly-international-2010/guatemala-honduras-plJME6ln,13.10.2010,Guatemala,Honduras,0:2,4.81,3.56,1.73,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-13,2010-10,world,2010,friendly-international,2,2.0,1.73,True,120.18181818181819,45.18181818181818,0.0,2.0,2.0,0.0,3.0
soccer/world/friendly-international-2010/india-yemen-IoZoBOmB,13.10.2010,India,Yemen,3:6,3.19,3.28,2.13,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-13,2010-10,world,2010,friendly-international,2,2.0,2.13,True,137.9090909090909,111.81818181818181,3.0,6.0,3.0,0.0,3.0
soccer/world/friendly-international-2010/mexico-venezuela-SC8RDQ3h,13.10.2010,Mexico,Venezuela,2:2,1.38,4.65,7.94,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-13,2010-10,world,2010,friendly-international,N,1.0,4.65,False,22.09090909090909,51.72727272727273,2.0,2.0,0.0,1.0,1.0
soccer/world/friendly-international-2010/panama-peru-zwCZB4Y4,13.10.2010,Panama,Peru,1:0,2.62,3.25,2.56,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-13,2010-10,world,2010,friendly-international,1,0.0,2.62,False,75.36363636363636,54.09090909090909,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2010/usa-colombia-CAefJuK4,13.10.2010,USA,Colombia,0:0,2.0,3.28,3.6,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-13,2010-10,world,2010,friendly-international,N,1.0,3.28,False,17.454545454545453,40.09090909090909,0.0,0.0,0.0,1.0,1.0
soccer/world/friendly-international-2010/bahrain-uzbekistan-jqgP1T4t,12.10.2010,Bahrain,Uzbekistan,2:4,2.06,3.24,3.54,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-12,2010-10,world,2010,friendly-international,2,2.0,3.54,False,73.0909090909091,92.36363636363636,2.0,4.0,2.0,0.0,3.0
soccer/world/friendly-international-2010/bulgaria-saudi-arabia-pK7S0mKn,12.10.2010,Bulgaria,Saudi Arabia,2:0,1.79,3.38,4.3,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-12,2010-10,world,2010,friendly-international,1,0.0,1.79,True,41.18181818181818,67.27272727272727,2.0,0.0,2.0,3.0,0.0
soccer/world/friendly-international-2010/china-uruguay-vPgUuHlG,12.10.2010,China,Uruguay,0:4,6.84,4.01,1.47,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-12,2010-10,world,2010,friendly-international,2,2.0,1.47,True,84.0909090909091,12.0,0.0,4.0,4.0,0.0,3.0
soccer/world/friendly-international-2010/croatia-norway-YDFIFnZu,12.10.2010,Croatia,Norway,2:1,1.76,3.45,4.61,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-12,2010-10,world,2010,friendly-international,1,0.0,1.76,True,10.818181818181818,20.727272727272727,2.0,1.0,1.0,3.0,0.0
soccer/world/friendly-international-2010/ecuador-poland-YskeSYee,12.10.2010,Ecuador,Poland,2:2,2.66,3.22,2.55,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-12,2010-10,world,2010,friendly-international,N,1.0,3.22,False,50.63636363636363,62.0,2.0,2.0,0.0,1.0,1.0
soccer/world/friendly-international-2010/kuwait-vietnam-EqH0eqlO,12.10.2010,Kuwait,Vietnam,3:1,1.42,4.1,7.56,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-12,2010-10,world,2010,friendly-international,1,0.0,1.42,True,94.81818181818181,125.27272727272727,3.0,1.0,2.0,3.0,0.0
soccer/world/friendly-international-2010/new-zealand-paraguay-AkkQtcZ9,12.10.2010,New Zealand,Paraguay,0:2,3.91,3.27,1.93,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-12,2010-10,world,2010,friendly-international,2,2.0,1.93,True,65.81818181818181,23.727272727272727,0.0,2.0,2.0,0.0,3.0
soccer/world/friendly-international-2010/oman-chile-hzG4f33U,12.10.2010,Oman,Chile,0:1,6.17,3.82,1.53,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-12,2010-10,world,2010,friendly-international,2,2.0,1.53,True,92.36363636363636,13.727272727272727,0.0,1.0,1.0,0.0,3.0
soccer/world/friendly-international-2010/qatar-iraq-IHNic5JB,12.10.2010,Qatar,Iraq,1:2,2.08,3.23,3.37,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-12,2010-10,world,2010,friendly-international,2,2.0,3.37,False,100.27272727272727,93.27272727272727,1.0,2.0,1.0,0.0,3.0
soccer/world/friendly-international-2010/south-korea-japan-OfOmbo45,12.10.2010,South Korea,Japan,0:0,2.26,3.2,3.11,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-12,2010-10,world,2010,friendly-international,N,1.0,3.2,False,45.09090909090909,36.72727272727273,0.0,0.0,0.0,1.0,1.0
soccer/world/friendly-international-2010/united-arab-emirates-angola-d8MedPYH,12.10.2010,United Arab Emirates,Angola,0:2,2.19,3.23,3.26,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-12,2010-10,world,2010,friendly-international,2,2.0,3.26,False,100.63636363636364,88.27272727272727,0.0,2.0,2.0,0.0,3.0
soccer/world/friendly-international-2010/brazil-ukraine-WbjMswK3,11.10.2010,Brazil,Ukraine,2:0,1.41,4.23,7.59,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-11,2010-10,world,2010,friendly-international,1,0.0,1.41,True,2.5454545454545454,27.454545454545453,2.0,0.0,2.0,3.0,0.0
soccer/world/friendly-international-2010/usa-poland-U9r4QCQ7,10.10.2010,USA,Poland,2:2,1.66,3.58,5.11,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-10,2010-10,world,2010,friendly-international,N,1.0,3.58,False,17.454545454545453,62.0,2.0,2.0,0.0,1.0,1.0
soccer/world/friendly-international-2010/australia-paraguay-SdlRTJk4,09.10.2010,Australia,Paraguay,1:0,2.38,3.19,2.89,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-09,2010-10,world,2010,friendly-international,1,0.0,2.38,True,21.454545454545453,23.727272727272727,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2010/colombia-ecuador-bPGXvr67,09.10.2010,Colombia,Ecuador,1:0,2.42,3.2,2.81,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-09,2010-10,world,2010,friendly-international,1,0.0,2.42,True,40.09090909090909,50.63636363636363,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2010/guatemala-belize-WMriJ1bL,09.10.2010,Guatemala,Belize,4:2,1.25,5.14,10.7,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-09,2010-10,world,2010,friendly-international,1,0.0,1.25,True,120.18181818181819,178.27272727272728,4.0,2.0,2.0,3.0,0.0
soccer/world/friendly-international-2010/new-zealand-honduras-l6kNUazb,09.10.2010,New Zealand,Honduras,1:1,2.27,3.19,3.02,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-09,2010-10,world,2010,friendly-international,N,1.0,3.19,False,65.81818181818181,45.18181818181818,1.0,1.0,0.0,1.0,1.0
soccer/world/friendly-international-2010/panama-el-salvador-AHT05x6E,09.10.2010,Panama,El Salvador,1:0,1.44,4.04,6.92,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-09,2010-10,world,2010,friendly-international,1,0.0,1.44,True,75.36363636363636,90.36363636363636,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2010/saudi-arabia-uzbekistan-tlnJLecp,09.10.2010,Saudi Arabia,Uzbekistan,4:0,1.66,3.59,5.12,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-09,2010-10,world,2010,friendly-international,1,0.0,1.66,True,67.27272727272727,92.36363636363636,4.0,0.0,4.0,3.0,0.0
soccer/world/friendly-international-2010/united-arab-emirates-chile-KvoNKFCj,09.10.2010,United Arab Emirates,Chile,0:2,4.78,3.59,1.69,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-09,2010-10,world,2010,friendly-international,2,2.0,1.69,True,100.63636363636364,13.727272727272727,0.0,2.0,2.0,0.0,3.0
soccer/world/friendly-international-2010/bolivia-venezuela-0pHTk8E8,08.10.2010,Bolivia,Venezuela,1:3,1.93,3.37,3.76,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-08,2010-10,world,2010,friendly-international,2,2.0,3.76,False,67.81818181818181,51.72727272727273,1.0,3.0,2.0,0.0,3.0
soccer/world/friendly-international-2010/china-syria-fXJGrQ6r,08.10.2010,China,Syria,2:1,1.64,3.56,5.14,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-08,2010-10,world,2010,friendly-international,1,0.0,1.64,True,84.0909090909091,99.36363636363636,2.0,1.0,1.0,3.0,0.0
soccer/world/friendly-international-2010/india-vietnam-EoS8Y469,08.10.2010,India,Vietnam,3:1,3.24,3.26,2.14,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-08,2010-10,world,2010,friendly-international,1,0.0,3.24,False,137.9090909090909,125.27272727272727,3.0,1.0,2.0,3.0,0.0
soccer/world/friendly-international-2010/indonesia-uruguay-O6OKspMl,08.10.2010,Indonesia,Uruguay,1:7,17.53,6.44,1.13,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-08,2010-10,world,2010,friendly-international,2,2.0,1.13,True,135.63636363636363,12.0,1.0,7.0,6.0,0.0,3.0
soccer/world/friendly-international-2010/japan-argentina-6sKylnqL,08.10.2010,Japan,Argentina,1:0,4.36,3.44,1.8,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-08,2010-10,world,2010,friendly-international,1,0.0,4.36,False,36.72727272727273,6.363636363636363,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2010/kuwait-bahrain-2cNOt4ye,08.10.2010,Kuwait,Bahrain,1:3,2.33,3.19,2.97,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-08,2010-10,world,2010,friendly-international,2,2.0,2.97,False,94.81818181818181,73.0909090909091,1.0,3.0,2.0,0.0,3.0
soccer/world/friendly-international-2010/oman-gabon-YyK0zRyc,08.10.2010,Oman,Gabon,1:0,3.09,3.28,2.14,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-08,2010-10,world,2010,friendly-international,1,0.0,3.09,False,92.36363636363636,38.81818181818182,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2010/peru-costa-rica-pMCTuOj1,08.10.2010,Peru,Costa Rica,2:0,1.65,3.62,4.84,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-08,2010-10,world,2010,friendly-international,1,0.0,1.65,True,54.09090909090909,51.45454545454545,2.0,0.0,2.0,3.0,0.0
soccer/world/friendly-international-2010/ukraine-canada-l69tm6bR,08.10.2010,Ukraine,Canada,2:2,1.29,4.97,9.8,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-08,2010-10,world,2010,friendly-international,N,1.0,4.97,False,27.454545454545453,77.27272727272727,2.0,2.0,0.0,1.0,1.0
soccer/world/friendly-international-2010/iran-brazil-f7GXlSTE,07.10.2010,Iran,Brazil,0:3,10.95,5.33,1.25,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-07,2010-10,world,2010,friendly-international,2,2.0,1.25,True,62.81818181818182,2.5454545454545454,0.0,3.0,3.0,0.0,3.0
soccer/world/friendly-international-2010/india-hong-kong-zRwPUszI,04.10.2010,India,Hong Kong,0:1,2.05,3.34,3.26,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-10-04,2010-10,world,2010,friendly-international,2,2.0,3.26,False,137.9090909090909,139.1818181818182,0.0,1.0,1.0,0.0,3.0
soccer/world/friendly-international-2010/iraq-oman-OGRJwlZl,21.09.2010,Iraq,Oman,3:2,2.61,3.21,2.41,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-09-21,2010-09,world,2010,friendly-international,1,0.0,2.61,False,93.27272727272727,92.36363636363636,3.0,2.0,1.0,3.0,0.0
soccer/world/friendly-international-2010/morocco-tunisia-YJjNvfrs,09.09.2010,Morocco,Tunisia,1:1,1.6,3.4,5.2,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-09-09,2010-09,world,2010,friendly-international,N,1.0,3.4,False,76.27272727272727,54.09090909090909,1.0,1.0,0.0,1.0,1.0
soccer/world/friendly-international-2010/canada-honduras-jay2bwsn,08.09.2010,Canada,Honduras,2:1,2.73,3.19,2.48,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-09-08,2010-09,world,2010,friendly-international,1,0.0,2.73,False,77.27272727272727,45.18181818181818,2.0,1.0,1.0,3.0,0.0
soccer/world/friendly-international-2010/india-thailand-b9dRfetB,08.09.2010,India,Thailand,1:2,3.48,3.25,2.06,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-09-08,2010-09,world,2010,friendly-international,2,2.0,2.06,True,137.9090909090909,106.0,1.0,2.0,1.0,0.0,3.0
soccer/world/friendly-international-2010/jamaica-peru-nRUAdHBb,08.09.2010,Jamaica,Peru,1:2,4.37,3.35,1.8,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-09-08,2010-09,world,2010,friendly-international,2,2.0,1.8,True,77.45454545454545,54.09090909090909,1.0,2.0,1.0,0.0,3.0
soccer/world/friendly-international-2010/mexico-colombia-tlUEeyR4,08.09.2010,Mexico,Colombia,1:0,1.79,3.41,4.41,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-09-08,2010-09,world,2010,friendly-international,1,0.0,1.79,True,22.09090909090909,40.09090909090909,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2010/venezuela-ecuador-8zW6ccdh,08.09.2010,Venezuela,Ecuador,1:0,2.7,3.15,2.54,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-09-08,2010-09,world,2010,friendly-international,1,0.0,2.7,False,51.72727272727273,50.63636363636363,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2010/argentina-spain-dE1riMZI,07.09.2010,Argentina,Spain,4:1,2.31,3.29,2.91,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-09-07,2010-09,world,2010,friendly-international,1,0.0,2.31,True,6.363636363636363,1.1818181818181819,4.0,1.0,3.0,3.0,0.0
soccer/world/friendly-international-2010/china-paraguay-4252rKAT,07.09.2010,China,Paraguay,1:1,5.4,3.62,1.6,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-09-07,2010-09,world,2010,friendly-international,N,1.0,3.62,False,84.0909090909091,23.727272727272727,1.0,1.0,0.0,1.0,1.0
soccer/world/friendly-international-2010/estonia-uzbekistan-QVSFepLm,07.09.2010,Estonia,Uzbekistan,3:3,1.97,3.21,3.75,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-09-07,2010-09,world,2010,friendly-international,N,1.0,3.21,False,91.63636363636364,92.36363636363636,3.0,3.0,0.0,1.0,1.0
soccer/world/friendly-international-2010/japan-guatemala-dx2fpttH,07.09.2010,Japan,Guatemala,2:1,1.19,5.73,13.87,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-09-07,2010-09,world,2010,friendly-international,1,0.0,1.19,True,36.72727272727273,120.18181818181819,2.0,1.0,1.0,3.0,0.0
soccer/world/friendly-international-2010/poland-australia-bTruh2KC,07.09.2010,Poland,Australia,1:2,2.08,3.21,3.43,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-09-07,2010-09,world,2010,friendly-international,2,2.0,3.43,False,62.0,21.454545454545453,1.0,2.0,1.0,0.0,3.0
soccer/world/friendly-international-2010/qatar-oman-G4gzgr56,07.09.2010,Qatar,Oman,1:1,2.36,3.16,2.86,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-09-07,2010-09,world,2010,friendly-international,N,1.0,3.16,False,100.27272727272727,92.36363636363636,1.0,1.0,0.0,1.0,1.0
soccer/world/friendly-international-2010/south-korea-iran-ja1bq0eN,07.09.2010,South Korea,Iran,0:1,1.74,3.46,4.59,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-09-07,2010-09,world,2010,friendly-international,2,2.0,4.59,False,45.09090909090909,62.81818181818182,0.0,1.0,1.0,0.0,3.0
soccer/world/friendly-international-2010/ukraine-chile-xEfWgOk0,07.09.2010,Ukraine,Chile,2:1,1.99,3.28,3.59,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-09-07,2010-09,world,2010,friendly-international,1,0.0,1.99,True,27.454545454545453,13.727272727272727,2.0,1.0,1.0,3.0,0.0
soccer/world/friendly-international-2010/united-arab-emirates-kuwait-8vjSf4zf,07.09.2010,United Arab Emirates,Kuwait,3:0,2.29,3.15,3.04,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-09-07,2010-09,world,2010,friendly-international,1,0.0,2.29,True,100.63636363636364,94.81818181818181,3.0,0.0,3.0,3.0,0.0
soccer/world/friendly-international-2010/jamaica-costa-rica-ETvroMQA,06.09.2010,Jamaica,Costa Rica,1:0,2.48,3.17,2.72,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-09-06,2010-09,world,2010,friendly-international,1,0.0,2.48,True,77.45454545454545,51.45454545454545,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2010/el-salvador-honduras-63NZ4Hq3,05.09.2010,El Salvador,Honduras,2:3,4.07,3.36,1.84,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-09-05,2010-09,world,2010,friendly-international,2,2.0,1.84,True,90.36363636363636,45.18181818181818,2.0,3.0,1.0,0.0,3.0
soccer/world/friendly-international-2010/guatemala-nicaragua-8I4W5cUd,05.09.2010,Guatemala,Nicaragua,5:0,1.38,4.38,7.47,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-09-05,2010-09,world,2010,friendly-international,1,0.0,1.38,True,120.18181818181819,159.1818181818182,5.0,0.0,5.0,3.0,0.0
soccer/world/friendly-international-2010/mexico-ecuador-I1oZnrdb,05.09.2010,Mexico,Ecuador,1:2,1.47,3.97,6.62,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-09-05,2010-09,world,2010,friendly-international,2,2.0,6.62,False,22.09090909090909,50.63636363636363,1.0,2.0,1.0,0.0,3.0
soccer/world/friendly-international-2010/canada-peru-OvnVmOth,04.09.2010,Canada,Peru,0:2,2.68,3.19,2.51,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-09-04,2010-09,world,2010,friendly-international,2,2.0,2.51,True,77.27272727272727,54.09090909090909,0.0,2.0,2.0,0.0,3.0
soccer/world/friendly-international-2010/japan-paraguay-6PMt915G,04.09.2010,Japan,Paraguay,1:0,2.24,3.2,3.11,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-09-04,2010-09,world,2010,friendly-international,1,0.0,2.24,True,36.72727272727273,23.727272727272727,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2010/panama-costa-rica-dbqc7uzT,04.09.2010,Panama,Costa Rica,2:2,2.45,3.17,2.76,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-09-04,2010-09,world,2010,friendly-international,N,1.0,3.17,False,75.36363636363636,51.45454545454545,2.0,2.0,0.0,1.0,1.0
soccer/world/friendly-international-2010/poland-ukraine-GfIBjcmp,04.09.2010,Poland,Ukraine,1:1,2.67,3.11,2.57,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-09-04,2010-09,world,2010,friendly-international,N,1.0,3.11,False,62.0,27.454545454545453,1.0,1.0,0.0,1.0,1.0
soccer/world/friendly-international-2010/thailand-india-2e4ujaId,04.09.2010,Thailand,India,1:0,1.26,4.56,11.41,https://www.betexplorer.com/soccer/world/friendly-international-2010/results/?month=2010-01,2010-09-04,2010-09,world,2010,friendly-international,1,0.0,1.26,True,106.0,137.9090909090909,1.0,0.0,1.0,3.0,0.0
