oddsportal,matchday,home_team,away_team,correct_score,1N2_1,1N2_N,1N2_2,betexplorer,matchdate,period,location,season,competition,bet_won,target,odd_win,best_odd_won,home_team_rank_FIFA,away_team_rank_FIFA,home_score,away_score,diff_score,home_points,away_points
soccer/world/friendly-international-2006/ghana-jamaica-IobXMRho,29.05.2006,Ghana,Jamaica,4:1,1.6,3.38,5.1,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-29,2006-05,world,2006,friendly-international,1,0.0,1.6,True,36.27272727272727,56.45454545454545,4.0,1.0,3.0,3.0,0.0
soccer/world/friendly-international-2006/croatia-iran-QmJhU90B,28.05.2006,Croatia,Iran,2:2,1.43,3.74,7.09,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-28,2006-05,world,2006,friendly-international,N,1.0,3.74,False,20.545454545454547,32.63636363636363,2.0,2.0,0.0,1.0,1.0
soccer/world/friendly-international-2006/ecuador-north-macedonia-8C8cTTFH,28.05.2006,Ecuador,North Macedonia,1:2,1.59,3.4,5.13,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-28,2006-05,world,2006,friendly-international,2,2.0,5.13,False,33.72727272727273,72.27272727272727,1.0,2.0,1.0,0.0,3.0
soccer/world/friendly-international-2006/estonia-turkey-MFC1SmVN,28.05.2006,Estonia,Turkey,1:1,6.88,3.73,1.43,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-28,2006-05,world,2006,friendly-international,N,1.0,3.73,False,88.45454545454545,19.545454545454547,1.0,1.0,0.0,1.0,1.0
soccer/world/friendly-international-2006/mali-morocco-ncKlVko5,28.05.2006,Mali,Morocco,1:0,3.81,3.22,1.88,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-28,2006-05,world,2006,friendly-international,1,0.0,3.81,False,56.09090909090909,38.0,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2006/ukraine-costa-rica-vXKpWVVb,28.05.2006,Ukraine,Costa Rica,4:0,1.51,3.53,6.0,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-28,2006-05,world,2006,friendly-international,1,0.0,1.51,True,26.454545454545453,42.90909090909091,4.0,0.0,4.0,3.0,0.0
soccer/world/friendly-international-2006/usa-latvia-GxC5R7pU,28.05.2006,USA,Latvia,1:0,1.33,4.31,7.88,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-28,2006-05,world,2006,friendly-international,1,0.0,1.33,True,16.90909090909091,78.45454545454545,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2006/colombia-romania-IHWyYi1n,27.05.2006,Colombia,Romania,0:0,2.25,3.18,2.78,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-27,2006-05,world,2006,friendly-international,N,1.0,3.18,False,28.0,24.636363636363637,0.0,0.0,0.0,1.0,1.0
soccer/world/friendly-international-2006/denmark-paraguay-dAMHSdP6,27.05.2006,Denmark,Paraguay,1:1,1.81,3.16,4.13,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-27,2006-05,world,2006,friendly-international,N,1.0,3.16,False,16.09090909090909,29.09090909090909,1.0,1.0,0.0,1.0,1.0
soccer/world/friendly-international-2006/france-mexico-4ESXYXot,27.05.2006,France,Mexico,1:0,1.7,3.25,4.63,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-27,2006-05,world,2006,friendly-international,1,0.0,1.7,True,4.909090909090909,12.727272727272727,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2006/georgia-new-zealand-SlqZzLHQ,27.05.2006,Georgia,New Zealand,1:3,1.8,3.1,4.3,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-27,2006-05,world,2006,friendly-international,2,2.0,4.3,False,97.0,124.54545454545455,1.0,3.0,2.0,0.0,3.0
soccer/world/friendly-international-2006/germany-luxembourg-UcV0WvQs,27.05.2006,Germany,Luxembourg,7:0,1.02,9.17,39.0,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-27,2006-05,world,2006,friendly-international,1,0.0,1.02,True,12.727272727272727,173.36363636363637,7.0,0.0,7.0,3.0,0.0
soccer/world/friendly-international-2006/netherlands-cameroon-hxGQQzfJ,27.05.2006,Netherlands,Cameroon,1:0,1.57,3.36,5.45,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-27,2006-05,world,2006,friendly-international,1,0.0,1.57,True,4.909090909090909,14.0,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2006/serbia-and-montenegro-uruguay-EoHMRGvD,27.05.2006,Serbia and Montenegro,Uruguay,1:1,1.68,3.27,4.48,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-27,2006-05,world,2006,friendly-international,N,1.0,3.27,False,44.333333333333336,20.363636363636363,1.0,1.0,0.0,1.0,1.0
soccer/world/friendly-international-2006/spain-russia-0tMtXBGh,27.05.2006,Spain,Russia,0:0,1.55,3.48,5.5,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-27,2006-05,world,2006,friendly-international,N,1.0,3.48,False,7.7272727272727275,32.81818181818182,0.0,0.0,0.0,1.0,1.0
soccer/world/friendly-international-2006/czech-republic-saudi-arabia-4GcvFwe7,26.05.2006,Czech Republic,Saudi Arabia,2:0,1.35,4.01,7.76,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-26,2006-05,world,2006,friendly-international,1,0.0,1.35,True,5.909090909090909,53.09090909090909,2.0,0.0,2.0,3.0,0.0
soccer/world/friendly-international-2006/northern-ireland-romania-KOuRxsmE,26.05.2006,Northern Ireland,Romania,0:2,5.88,3.64,1.49,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-26,2006-05,world,2006,friendly-international,2,2.0,1.49,True,76.45454545454545,24.636363636363637,0.0,2.0,2.0,0.0,3.0
soccer/world/friendly-international-2006/turkey-ghana-IJ1rEcAD,26.05.2006,Turkey,Ghana,1:1,1.93,3.22,3.54,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-26,2006-05,world,2006,friendly-international,N,1.0,3.22,False,19.545454545454547,36.27272727272727,1.0,1.0,0.0,1.0,1.0
soccer/world/friendly-international-2006/usa-venezuela-bFvVy12K,26.05.2006,USA,Venezuela,2:0,1.36,4.15,7.11,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-26,2006-05,world,2006,friendly-international,1,0.0,1.36,True,16.90909090909091,70.9090909090909,2.0,0.0,2.0,3.0,0.0
soccer/world/friendly-international-2006/australia-greece-4tTZHuBl,25.05.2006,Australia,Greece,1:0,2.15,3.18,3.04,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-25,2006-05,world,2006,friendly-international,1,0.0,2.15,True,40.81818181818182,20.636363636363637,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2006/sweden-finland-W2aWGaQf,25.05.2006,Sweden,Finland,0:0,1.4,3.82,7.48,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-25,2006-05,world,2006,friendly-international,N,1.0,3.82,False,16.454545454545453,54.18181818181818,0.0,0.0,0.0,1.0,1.0
soccer/world/friendly-international-2006/belgium-turkey-f7w0OsYK,24.05.2006,Belgium,Turkey,3:3,2.29,3.13,2.75,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-24,2006-05,world,2006,friendly-international,N,1.0,3.13,False,53.27272727272727,19.545454545454547,3.0,3.0,0.0,1.0,1.0
soccer/world/friendly-international-2006/colombia-ecuador-QkUVILer,24.05.2006,Colombia,Ecuador,1:1,2.44,3.13,2.59,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-24,2006-05,world,2006,friendly-international,N,1.0,3.13,False,28.0,33.72727272727273,1.0,1.0,0.0,1.0,1.0
soccer/world/friendly-international-2006/hungary-new-zealand-CrlePNIE,24.05.2006,Hungary,New Zealand,2:0,1.39,4.02,6.73,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-24,2006-05,world,2006,friendly-international,1,0.0,1.39,True,72.0909090909091,124.54545454545455,2.0,0.0,2.0,3.0,0.0
soccer/world/friendly-international-2006/ireland-chile-8As4N1mR,24.05.2006,Ireland,Chile,0:1,1.62,3.39,4.94,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-24,2006-05,world,2006,friendly-international,2,2.0,4.94,False,56.86363636363637,53.63636363636363,0.0,1.0,1.0,0.0,3.0
soccer/world/friendly-international-2006/norway-paraguay-YikiQ338,24.05.2006,Norway,Paraguay,2:2,2.31,3.16,2.77,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-24,2006-05,world,2006,friendly-international,N,1.0,3.16,False,44.27272727272727,29.09090909090909,2.0,2.0,0.0,1.0,1.0
soccer/world/friendly-international-2006/austria-croatia-OM703tde,23.05.2006,Austria,Croatia,1:4,3.24,3.18,2.04,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-23,2006-05,world,2006,friendly-international,2,2.0,2.04,True,69.0909090909091,20.545454545454547,1.0,4.0,3.0,0.0,3.0
soccer/world/friendly-international-2006/romania-uruguay-pxd91KQ7,23.05.2006,Romania,Uruguay,0:2,2.65,3.18,2.36,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-23,2006-05,world,2006,friendly-international,2,2.0,2.36,True,24.636363636363637,20.363636363636363,0.0,2.0,2.0,0.0,3.0
soccer/world/friendly-international-2006/south-korea-senegal-Cn4d4Mtk,23.05.2006,South Korea,Senegal,1:1,1.9,3.2,3.69,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-23,2006-05,world,2006,friendly-international,N,1.0,3.2,False,41.54545454545455,33.45454545454545,1.0,1.0,0.0,1.0,1.0
soccer/world/friendly-international-2006/usa-morocco-6oc520B1,23.05.2006,USA,Morocco,0:1,1.53,3.53,5.6,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-23,2006-05,world,2006,friendly-international,2,2.0,5.6,False,16.90909090909091,38.0,0.0,1.0,1.0,0.0,3.0
soccer/world/friendly-international-2006/northern-ireland-uruguay-IP4h52Rr,21.05.2006,Northern Ireland,Uruguay,0:1,5.12,3.4,1.61,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-21,2006-05,world,2006,friendly-international,2,2.0,1.61,True,76.45454545454545,20.363636363636363,0.0,1.0,1.0,0.0,3.0
soccer/world/friendly-international-2006/slovakia-belgium-GGIQ9rJR,20.05.2006,Slovakia,Belgium,1:1,2.17,3.14,3.02,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-20,2006-05,world,2006,friendly-international,N,1.0,3.14,False,41.63636363636363,53.27272727272727,1.0,1.0,0.0,1.0,1.0
soccer/world/friendly-international-2006/moldova-azerbaijan-buOLAO3L,18.05.2006,Moldova,Azerbaijan,0:0,1.58,3.48,5.15,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-18,2006-05,world,2006,friendly-international,N,1.0,3.48,False,92.81818181818181,115.81818181818181,0.0,0.0,0.0,1.0,1.0
soccer/world/friendly-international-2006/poland-faroe-islands-KlPHB4lF,14.05.2006,Poland,Faroe Islands,4:0,1.09,7.0,16.83,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-14,2006-05,world,2006,friendly-international,1,0.0,1.09,True,27.181818181818183,158.45454545454547,4.0,0.0,4.0,3.0,0.0
soccer/world/friendly-international-2006/saudi-arabia-togo-QRPDCpZ8,14.05.2006,Saudi Arabia,Togo,1:0,2.35,3.18,2.64,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-14,2006-05,world,2006,friendly-international,1,0.0,2.35,True,53.09090909090909,55.45454545454545,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2006/japan-scotland-nDxB22fE,13.05.2006,Japan,Scotland,0:0,2.01,3.21,3.24,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-13,2006-05,world,2006,friendly-international,N,1.0,3.21,False,33.63636363636363,44.81818181818182,0.0,0.0,0.0,1.0,1.0
soccer/world/friendly-international-2006/belgium-saudi-arabia-AJsRlss2,11.05.2006,Belgium,Saudi Arabia,2:1,1.8,3.21,3.95,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-11,2006-05,world,2006,friendly-international,1,0.0,1.8,True,53.27272727272727,53.09090909090909,2.0,1.0,1.0,3.0,0.0
soccer/world/friendly-international-2006/scotland-bulgaria-Y9Y63ru8,11.05.2006,Scotland,Bulgaria,5:1,2.89,3.21,2.18,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-11,2006-05,world,2006,friendly-international,1,0.0,2.89,False,44.81818181818182,38.81818181818182,5.0,1.0,4.0,3.0,0.0
soccer/world/friendly-international-2006/japan-bulgaria-Uy8Qfjy8,09.05.2006,Japan,Bulgaria,1:2,1.81,3.24,3.94,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-09,2006-05,world,2006,friendly-international,2,2.0,3.94,False,33.63636363636363,38.81818181818182,1.0,2.0,1.0,0.0,3.0
soccer/world/friendly-international-2006/mexico-venezuela-WSrNkNRe,05.05.2006,Mexico,Venezuela,1:0,1.41,3.78,6.75,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-05,2006-05,world,2006,friendly-international,1,0.0,1.41,True,12.727272727272727,70.9090909090909,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2006/poland-lithuania-O2qJj3Ck,02.05.2006,Poland,Lithuania,0:1,1.35,4.16,7.91,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-05-02,2006-05,world,2006,friendly-international,2,2.0,7.91,False,27.181818181818183,81.81818181818181,0.0,1.0,1.0,0.0,3.0
soccer/world/friendly-international-2006/chile-new-zealand-QR3rc5ZL,25.04.2006,Chile,New Zealand,4:1,1.35,3.9,7.5,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-04-25,2006-04,world,2006,friendly-international,1,0.0,1.35,True,53.63636363636363,124.54545454545455,4.0,1.0,3.0,3.0,0.0
soccer/world/friendly-international-2006/usa-jamaica-hE5zaR49,11.04.2006,USA,Jamaica,1:1,1.36,3.96,7.96,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-04-11,2006-04,world,2006,friendly-international,N,1.0,3.96,False,16.90909090909091,56.45454545454545,1.0,1.0,0.0,1.0,1.0
soccer/world/friendly-international-2006/japan-ecuador-zwBVa7k3,30.03.2006,Japan,Ecuador,1:0,1.77,3.28,4.05,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-30,2006-03,world,2006,friendly-international,1,0.0,1.77,True,33.63636363636363,33.72727272727273,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2006/mexico-paraguay-dnCR0mzc,29.03.2006,Mexico,Paraguay,2:1,1.95,3.2,3.42,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-29,2006-03,world,2006,friendly-international,1,0.0,1.95,True,12.727272727272727,29.09090909090909,2.0,1.0,1.0,3.0,0.0
soccer/world/friendly-international-2006/saudi-arabia-poland-rqOqx4cd,28.03.2006,Saudi Arabia,Poland,1:2,2.82,3.15,2.26,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-28,2006-03,world,2006,friendly-international,2,2.0,2.26,True,53.09090909090909,27.181818181818183,1.0,2.0,1.0,0.0,3.0
soccer/world/friendly-international-2006/germany-usa-pb5twprj,22.03.2006,Germany,USA,4:1,1.5,3.59,5.93,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-22,2006-03,world,2006,friendly-international,1,0.0,1.5,True,12.727272727272727,16.90909090909091,4.0,1.0,3.0,3.0,0.0
soccer/world/friendly-international-2006/saudi-arabia-iraq-2ZFyvQSq,15.03.2006,Saudi Arabia,Iraq,2:2,1.4,3.8,7.0,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-15,2006-03,world,2006,friendly-international,N,1.0,3.8,False,53.09090909090909,72.27272727272727,2.0,2.0,0.0,1.0,1.0
soccer/world/friendly-international-2006/albania-lithuania-dfprYc0g,01.03.2006,Albania,Lithuania,1:2,1.92,3.22,3.47,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-01,2006-03,world,2006,friendly-international,2,2.0,3.47,False,80.63636363636364,81.81818181818181,1.0,2.0,1.0,0.0,3.0
soccer/world/friendly-international-2006/argentina-croatia-AcAHncFn,01.03.2006,Argentina,Croatia,2:3,1.7,3.31,4.72,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-01,2006-03,world,2006,friendly-international,2,2.0,4.72,False,4.363636363636363,20.545454545454547,2.0,3.0,1.0,0.0,3.0
soccer/world/friendly-international-2006/austria-canada-INDPpypa,01.03.2006,Austria,Canada,0:2,1.5,3.56,5.96,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-01,2006-03,world,2006,friendly-international,2,2.0,5.96,False,69.0909090909091,78.45454545454545,0.0,2.0,2.0,0.0,3.0
soccer/world/friendly-international-2006/cyprus-armenia-vee4ut8J,01.03.2006,Cyprus,Armenia,2:0,1.7,3.2,4.75,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-01,2006-03,world,2006,friendly-international,1,0.0,1.7,True,91.27272727272727,111.81818181818181,2.0,0.0,2.0,3.0,0.0
soccer/world/friendly-international-2006/england-uruguay-Qg4ptDbU,01.03.2006,England,Uruguay,2:1,1.46,3.67,6.73,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-01,2006-03,world,2006,friendly-international,1,0.0,1.46,True,6.909090909090909,20.363636363636363,2.0,1.0,1.0,3.0,0.0
soccer/world/friendly-international-2006/finland-belarus-AclnXHFa,01.03.2006,Finland,Belarus,3:2,2.2,3.1,3.0,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-01,2006-03,world,2006,friendly-international,1,0.0,2.2,True,54.18181818181818,65.9090909090909,3.0,2.0,1.0,3.0,0.0
soccer/world/friendly-international-2006/france-slovakia-MHeiazah,01.03.2006,France,Slovakia,1:2,1.33,4.22,8.14,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-01,2006-03,world,2006,friendly-international,2,2.0,8.14,False,4.909090909090909,41.63636363636363,1.0,2.0,1.0,0.0,3.0
soccer/world/friendly-international-2006/iran-costa-rica-xjHLGdVI,01.03.2006,Iran,Costa Rica,3:2,1.94,3.17,3.49,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-01,2006-03,world,2006,friendly-international,1,0.0,1.94,True,32.63636363636363,42.90909090909091,3.0,2.0,1.0,3.0,0.0
soccer/world/friendly-international-2006/ireland-sweden-vw2YrFEB,01.03.2006,Ireland,Sweden,3:0,2.46,3.08,2.6,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-01,2006-03,world,2006,friendly-international,1,0.0,2.46,True,56.86363636363637,16.454545454545453,3.0,0.0,3.0,3.0,0.0
soccer/world/friendly-international-2006/israel-denmark-vwt3TZEO,01.03.2006,Israel,Denmark,0:2,2.6,3.1,2.47,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-01,2006-03,world,2006,friendly-international,2,2.0,2.47,True,44.81818181818182,16.09090909090909,0.0,2.0,2.0,0.0,3.0
soccer/world/friendly-international-2006/italy-germany-n35tsgqO,01.03.2006,Italy,Germany,4:1,2.05,2.98,3.44,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-01,2006-03,world,2006,friendly-international,1,0.0,2.05,True,7.090909090909091,12.727272727272727,4.0,1.0,3.0,3.0,0.0
soccer/world/friendly-international-2006/luxembourg-belgium-ll9LoHUh,01.03.2006,Luxembourg,Belgium,0:2,9.99,6.63,1.1,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-01,2006-03,world,2006,friendly-international,2,2.0,1.1,True,173.36363636363637,53.27272727272727,0.0,2.0,2.0,0.0,3.0
soccer/world/friendly-international-2006/mexico-ghana-dzl4dYrB,01.03.2006,Mexico,Ghana,1:0,1.63,3.3,4.94,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-01,2006-03,world,2006,friendly-international,1,0.0,1.63,True,12.727272727272727,36.27272727272727,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2006/netherlands-ecuador-dECTqea5,01.03.2006,Netherlands,Ecuador,1:0,1.28,4.61,8.58,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-01,2006-03,world,2006,friendly-international,1,0.0,1.28,True,4.909090909090909,33.72727272727273,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2006/northern-ireland-estonia-l4cq1dUu,01.03.2006,Northern Ireland,Estonia,1:0,2.21,3.13,2.92,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-01,2006-03,world,2006,friendly-international,1,0.0,2.21,True,76.45454545454545,88.45454545454545,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2006/north-macedonia-bulgaria-EVfwZwom,01.03.2006,North Macedonia,Bulgaria,0:1,3.2,3.18,2.04,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-01,2006-03,world,2006,friendly-international,2,2.0,2.04,True,72.27272727272727,38.81818181818182,0.0,1.0,1.0,0.0,3.0
soccer/world/friendly-international-2006/poland-usa-SYKCmw0t,01.03.2006,Poland,USA,0:1,2.56,3.11,2.49,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-01,2006-03,world,2006,friendly-international,2,2.0,2.49,True,27.181818181818183,16.90909090909091,0.0,1.0,1.0,0.0,3.0
soccer/world/friendly-international-2006/russia-brazil-zudZZJVt,01.03.2006,Russia,Brazil,0:1,4.03,3.15,1.83,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-01,2006-03,world,2006,friendly-international,2,2.0,1.83,True,32.81818181818182,1.0,0.0,1.0,1.0,0.0,3.0
soccer/world/friendly-international-2006/saudi-arabia-portugal-ht6xrZTH,01.03.2006,Saudi Arabia,Portugal,0:3,7.71,4.26,1.33,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-01,2006-03,world,2006,friendly-international,2,2.0,1.33,True,53.09090909090909,8.636363636363637,0.0,3.0,3.0,0.0,3.0
soccer/world/friendly-international-2006/scotland-switzerland-zLaebfEb,01.03.2006,Scotland,Switzerland,1:3,2.63,3.12,2.44,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-01,2006-03,world,2006,friendly-international,2,2.0,2.44,True,44.81818181818182,24.272727272727273,1.0,3.0,2.0,0.0,3.0
soccer/world/friendly-international-2006/senegal-norway-rBnfVepC,01.03.2006,Senegal,Norway,2:1,1.98,3.14,3.57,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-01,2006-03,world,2006,friendly-international,1,0.0,1.98,True,33.45454545454545,44.27272727272727,2.0,1.0,1.0,3.0,0.0
soccer/world/friendly-international-2006/slovenia-romania-Iof8v0NP,01.03.2006,Slovenia,Romania,0:2,3.9,3.15,1.85,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-01,2006-03,world,2006,friendly-international,2,2.0,1.85,True,70.81818181818181,24.636363636363637,0.0,2.0,2.0,0.0,3.0
soccer/world/friendly-international-2006/south-korea-angola-OnDHHxGC,01.03.2006,South Korea,Angola,1:0,1.61,3.32,4.96,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-01,2006-03,world,2006,friendly-international,1,0.0,1.61,True,41.54545454545455,56.27272727272727,1.0,0.0,1.0,3.0,0.0
soccer/world/friendly-international-2006/tunisia-serbia-and-montenegro-0nsaUFaI,01.03.2006,Tunisia,Serbia and Montenegro,0:1,2.48,3.11,2.59,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-01,2006-03,world,2006,friendly-international,2,2.0,2.59,False,27.363636363636363,44.333333333333336,0.0,1.0,1.0,0.0,3.0
soccer/world/friendly-international-2006/turkey-czech-republic-htUphJiP,01.03.2006,Turkey,Czech Republic,2:2,2.43,3.16,2.64,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-01,2006-03,world,2006,friendly-international,N,1.0,3.16,False,19.545454545454547,5.909090909090909,2.0,2.0,0.0,1.0,1.0
soccer/world/friendly-international-2006/venezuela-colombia-Q9h8ehbH,01.03.2006,Venezuela,Colombia,1:1,2.41,3.1,2.62,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-01,2006-03,world,2006,friendly-international,N,1.0,3.1,False,70.9090909090909,28.0,1.0,1.0,0.0,1.0,1.0
soccer/world/friendly-international-2006/wales-paraguay-Sfdm0Gqn,01.03.2006,Wales,Paraguay,0:0,2.68,3.13,2.36,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-03-01,2006-03,world,2006,friendly-international,N,1.0,3.13,False,69.9090909090909,29.09090909090909,0.0,0.0,0.0,1.0,1.0
soccer/world/friendly-international-2006/algeria-burkina-faso-jZE9Jbo0,28.02.2006,Algeria,Burkina Faso,0:0,2.1,3.14,3.29,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-02-28,2006-02,world,2006,friendly-international,N,1.0,3.14,False,83.36363636363636,79.18181818181819,0.0,0.0,0.0,1.0,1.0
soccer/world/friendly-international-2006/azerbaijan-ukraine-rTuQRMwK,28.02.2006,Azerbaijan,Ukraine,0:0,7.0,3.75,1.4,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-02-28,2006-02,world,2006,friendly-international,N,1.0,3.75,False,115.81818181818181,26.454545454545453,0.0,0.0,0.0,1.0,1.0
soccer/world/friendly-international-2006/cyprus-slovenia-f7L0LKGm,28.02.2006,Cyprus,Slovenia,0:1,2.62,2.9,2.57,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-02-28,2006-02,world,2006,friendly-international,2,2.0,2.57,True,91.27272727272727,70.81818181818181,0.0,1.0,1.0,0.0,3.0
soccer/world/friendly-international-2006/finland-kazakhstan-0pMdM01s,28.02.2006,Finland,Kazakhstan,0:1,1.31,4.3,8.5,https://www.betexplorer.com/soccer/world/friendly-international-2006/results/?month=2006-01,2006-02-28,2006-02,world,2006,friendly-international,2,2.0,8.5,False,54.18181818181818,135.0,0.0,1.0,1.0,0.0,3.0
