,home_team,away_team,home_score,away_score,h_points,a_points,timestamp
0,Qatar,Ecuador,0,2,0.0,3.0,20221107203944
1,Senegal,Netherlands,2,3,0.0,3.0,20221107203944
2,Qatar,Senegal,0,1,0.0,3.0,20221107203944
3,Netherlands,Ecuador,2,0,3.0,0.0,20221107203944
4,Ecuador,Senegal,3,2,3.0,0.0,20221107203944
5,Netherlands,Qatar,3,0,3.0,0.0,20221107203944
6,England,Iran,2,1,3.0,0.0,20221107203944
7,USA,Wales,3,1,3.0,0.0,20221107203944
8,Wales,Iran,0,0,1.0,1.0,20221107203944
9,England,USA,1,0,3.0,0.0,20221107203944
10,Iran,USA,0,0,1.0,1.0,20221107203944
11,Wales,England,0,0,1.0,1.0,20221107203944
12,Argentina,Saudi Arabia,2,1,3.0,0.0,20221107203944
13,Mexico,Poland,0,2,0.0,3.0,20221107203944
14,Poland,Saudi Arabia,1,0,3.0,0.0,20221107203944
15,Argentina,Mexico,0,0,1.0,1.0,20221107203944
16,Poland,Argentina,0,0,1.0,1.0,20221107203944
17,Saudi Arabia,Mexico,1,1,1.0,1.0,20221107203944
18,Denmark,Tunisia,1,0,3.0,0.0,20221107203944
19,France,Australia,2,1,3.0,0.0,20221107203944
20,Tunisia,Australia,3,3,1.0,1.0,20221107203944
21,France,Denmark,1,0,3.0,0.0,20221107203944
22,Australia,Denmark,1,1,1.0,1.0,20221107203944
23,Tunisia,France,0,4,0.0,3.0,20221107203944
24,Germany,Japan,1,0,3.0,0.0,20221107203944
25,Spain,Costa Rica,2,0,3.0,0.0,20221107203944
26,Japan,Costa Rica,2,2,1.0,1.0,20221107203944
27,Spain,Germany,1,0,3.0,0.0,20221107203944
28,Costa Rica,Germany,0,2,0.0,3.0,20221107203944
29,Japan,Spain,1,4,0.0,3.0,20221107203944
30,Morocco,Croatia,0,2,0.0,3.0,20221107203944
31,Belgium,Canada,4,2,3.0,0.0,20221107203944
32,Belgium,Morocco,3,3,1.0,1.0,20221107203944
33,Croatia,Canada,4,1,3.0,0.0,20221107203944
34,Canada,Morocco,0,2,0.0,3.0,20221107203944
35,Croatia,Belgium,1,0,3.0,0.0,20221107203944
36,Switzerland,Cameroon,3,3,1.0,1.0,20221107203944
37,Brazil,Serbia,2,1,3.0,0.0,20221107203944
38,Cameroon,Serbia,2,2,1.0,1.0,20221107203944
39,Brazil,Switzerland,3,3,1.0,1.0,20221107203944
40,Cameroon,Brazil,1,2,0.0,3.0,20221107203944
41,Serbia,Switzerland,3,2,3.0,0.0,20221107203944
42,Uruguay,South Korea,3,3,1.0,1.0,20221107203944
43,Portugal,Ghana,3,0,3.0,0.0,20221107203944
44,South Korea,Ghana,3,1,3.0,0.0,20221107203944
45,Portugal,Uruguay,0,2,0.0,3.0,20221107203944
46,Ghana,Uruguay,1,0,3.0,0.0,20221107203944
47,South Korea,Portugal,3,2,3.0,0.0,20221107203944
