,home_team,away_team,home_score,away_score,h_points,a_points,timestamp
0,Qatar,Ecuador,0,2,0.0,3.0,20221106220740
1,Senegal,Netherlands,2,3,0.0,3.0,20221106220740
2,Qatar,Senegal,2,1,3.0,0.0,20221106220740
3,Netherlands,Ecuador,0,0,1.0,1.0,20221106220740
4,Ecuador,Senegal,3,2,3.0,0.0,20221106220740
5,Netherlands,Qatar,1,0,3.0,0.0,20221106220740
6,England,Iran,3,0,3.0,0.0,20221106220740
7,USA,Wales,3,1,3.0,0.0,20221106220740
8,Wales,Iran,1,2,0.0,3.0,20221106220740
9,England,USA,2,0,3.0,0.0,20221106220740
10,Iran,USA,1,1,1.0,1.0,20221106220740
11,Wales,England,0,0,1.0,1.0,20221106220740
12,Argentina,Saudi Arabia,2,1,3.0,0.0,20221106220740
13,Mexico,Poland,2,3,0.0,3.0,20221106220740
14,Poland,Saudi Arabia,3,2,3.0,0.0,20221106220740
15,Argentina,Mexico,0,0,1.0,1.0,20221106220740
16,Poland,Argentina,0,0,1.0,1.0,20221106220740
17,Saudi Arabia,Mexico,1,1,1.0,1.0,20221106220740
18,Denmark,Tunisia,3,3,1.0,1.0,20221106220740
19,France,Australia,2,1,3.0,0.0,20221106220740
20,Tunisia,Australia,3,3,1.0,1.0,20221106220740
21,France,Denmark,2,2,1.0,1.0,20221106220740
22,Australia,Denmark,1,1,1.0,1.0,20221106220740
23,Tunisia,France,1,3,0.0,3.0,20221106220740
24,Germany,Japan,3,2,3.0,0.0,20221106220740
25,Spain,Costa Rica,2,0,3.0,0.0,20221106220740
26,Japan,Costa Rica,1,1,1.0,1.0,20221106220740
27,Spain,Germany,2,2,1.0,1.0,20221106220740
28,Costa Rica,Germany,0,2,0.0,3.0,20221106220740
29,Japan,Spain,0,1,0.0,3.0,20221106220740
30,Morocco,Croatia,0,2,0.0,3.0,20221106220740
31,Belgium,Canada,2,0,3.0,0.0,20221106220740
32,Belgium,Morocco,3,3,1.0,1.0,20221106220740
33,Croatia,Canada,1,0,3.0,0.0,20221106220740
34,Canada,Morocco,0,2,0.0,3.0,20221106220740
35,Croatia,Belgium,1,0,3.0,0.0,20221106220740
36,Switzerland,Cameroon,0,2,0.0,3.0,20221106220740
37,Brazil,Serbia,2,1,3.0,0.0,20221106220740
38,Cameroon,Serbia,0,3,0.0,3.0,20221106220740
39,Brazil,Switzerland,3,3,1.0,1.0,20221106220740
40,Cameroon,Brazil,1,2,0.0,3.0,20221106220740
41,Serbia,Switzerland,3,2,3.0,0.0,20221106220740
42,Uruguay,South Korea,3,0,3.0,0.0,20221106220740
43,Portugal,Ghana,3,1,3.0,0.0,20221106220740
44,South Korea,Ghana,5,0,3.0,0.0,20221106220740
45,Portugal,Uruguay,0,2,0.0,3.0,20221106220740
46,Ghana,Uruguay,0,0,1.0,1.0,20221106220740
47,South Korea,Portugal,3,2,3.0,0.0,20221106220740
