,home_team,away_team,home_score,away_score,h_points,a_points,timestamp
0,Qatar,Ecuador,0,2,0.0,3.0,20221107202507
1,Senegal,Netherlands,0,2,0.0,3.0,20221107202507
2,Qatar,Senegal,0,2,0.0,3.0,20221107202507
3,Netherlands,Ecuador,2,1,3.0,0.0,20221107202507
4,Ecuador,Senegal,1,2,0.0,3.0,20221107202507
5,Netherlands,Qatar,5,0,3.0,0.0,20221107202507
6,England,Iran,0,2,0.0,3.0,20221107202507
7,USA,Wales,0,2,0.0,3.0,20221107202507
8,Wales,Iran,0,2,0.0,3.0,20221107202507
9,England,USA,3,2,3.0,0.0,20221107202507
10,Iran,USA,0,2,0.0,3.0,20221107202507
11,Wales,England,2,2,1.0,1.0,20221107202507
12,Argentina,Saudi Arabia,2,1,3.0,0.0,20221107202507
13,Mexico,Poland,1,2,0.0,3.0,20221107202507
14,Poland,Saudi Arabia,2,2,1.0,1.0,20221107202507
15,Argentina,Mexico,0,0,1.0,1.0,20221107202507
16,Poland,Argentina,2,2,1.0,1.0,20221107202507
17,Saudi Arabia,Mexico,1,1,1.0,1.0,20221107202507
18,Denmark,Tunisia,3,0,3.0,0.0,20221107202507
19,France,Australia,2,0,3.0,0.0,20221107202507
20,Tunisia,Australia,1,2,0.0,3.0,20221107202507
21,France,Denmark,1,3,0.0,3.0,20221107202507
22,Australia,Denmark,0,2,0.0,3.0,20221107202507
23,Tunisia,France,0,3,0.0,3.0,20221107202507
24,Germany,Japan,2,1,3.0,0.0,20221107202507
25,Spain,Costa Rica,1,0,3.0,0.0,20221107202507
26,Japan,Costa Rica,2,1,3.0,0.0,20221107202507
27,Spain,Germany,1,1,1.0,1.0,20221107202507
28,Costa Rica,Germany,1,3,0.0,3.0,20221107202507
29,Japan,Spain,0,1,0.0,3.0,20221107202507
30,Morocco,Croatia,0,2,0.0,3.0,20221107202507
31,Belgium,Canada,1,0,3.0,0.0,20221107202507
32,Belgium,Morocco,2,0,3.0,0.0,20221107202507
33,Croatia,Canada,1,0,3.0,0.0,20221107202507
34,Canada,Morocco,0,2,0.0,3.0,20221107202507
35,Croatia,Belgium,1,0,3.0,0.0,20221107202507
36,Switzerland,Cameroon,1,2,0.0,3.0,20221107202507
37,Brazil,Serbia,0,2,0.0,3.0,20221107202507
38,Cameroon,Serbia,1,3,0.0,3.0,20221107202507
39,Brazil,Switzerland,1,1,1.0,1.0,20221107202507
40,Cameroon,Brazil,1,2,0.0,3.0,20221107202507
41,Serbia,Switzerland,3,2,3.0,0.0,20221107202507
42,Uruguay,South Korea,1,2,0.0,3.0,20221107202507
43,Portugal,Ghana,5,1,3.0,0.0,20221107202507
44,South Korea,Ghana,0,0,1.0,1.0,20221107202507
45,Portugal,Uruguay,0,1,0.0,3.0,20221107202507
46,Ghana,Uruguay,0,2,0.0,3.0,20221107202507
47,South Korea,Portugal,3,2,3.0,0.0,20221107202507
