,home_team,away_team,home_score,away_score,h_points,a_points,timestamp
0,Qatar,Ecuador,0,2,0.0,3.0,20221106214907
1,Senegal,Netherlands,0,2,0.0,3.0,20221106214907
2,Qatar,Senegal,0,0,1.0,1.0,20221106214907
3,Netherlands,Ecuador,0,0,1.0,1.0,20221106214907
4,Ecuador,Senegal,1,2,0.0,3.0,20221106214907
5,Netherlands,Qatar,2,1,3.0,0.0,20221106214907
6,England,Iran,1,2,0.0,3.0,20221106214907
7,USA,Wales,2,2,1.0,1.0,20221106214907
8,Wales,Iran,0,2,0.0,3.0,20221106214907
9,England,USA,2,1,3.0,0.0,20221106214907
10,Iran,USA,1,1,1.0,1.0,20221106214907
11,Wales,England,2,2,1.0,1.0,20221106214907
12,Argentina,Saudi Arabia,2,1,3.0,0.0,20221106214907
13,Mexico,Poland,0,0,1.0,1.0,20221106214907
14,Poland,Saudi Arabia,4,0,3.0,0.0,20221106214907
15,Argentina,Mexico,0,0,1.0,1.0,20221106214907
16,Poland,Argentina,1,2,0.0,3.0,20221106214907
17,Saudi Arabia,Mexico,1,1,1.0,1.0,20221106214907
18,Denmark,Tunisia,3,3,1.0,1.0,20221106214907
19,France,Australia,5,1,3.0,0.0,20221106214907
20,Tunisia,Australia,1,2,0.0,3.0,20221106214907
21,France,Denmark,2,2,1.0,1.0,20221106214907
22,Australia,Denmark,0,0,1.0,1.0,20221106214907
23,Tunisia,France,0,3,0.0,3.0,20221106214907
24,Germany,Japan,3,3,1.0,1.0,20221106214907
25,Spain,Costa Rica,1,0,3.0,0.0,20221106214907
26,Japan,Costa Rica,2,1,3.0,0.0,20221106214907
27,Spain,Germany,1,1,1.0,1.0,20221106214907
28,Costa Rica,Germany,1,3,0.0,3.0,20221106214907
29,Japan,Spain,0,1,0.0,3.0,20221106214907
30,Morocco,Croatia,0,2,0.0,3.0,20221106214907
31,Belgium,Canada,1,0,3.0,0.0,20221106214907
32,Belgium,Morocco,2,0,3.0,0.0,20221106214907
33,Croatia,Canada,2,0,3.0,0.0,20221106214907
34,Canada,Morocco,0,2,0.0,3.0,20221106214907
35,Croatia,Belgium,1,0,3.0,0.0,20221106214907
36,Switzerland,Cameroon,3,3,1.0,1.0,20221106214907
37,Brazil,Serbia,0,2,0.0,3.0,20221106214907
38,Cameroon,Serbia,1,3,0.0,3.0,20221106214907
39,Brazil,Switzerland,0,2,0.0,3.0,20221106214907
40,Cameroon,Brazil,1,2,0.0,3.0,20221106214907
41,Serbia,Switzerland,1,2,0.0,3.0,20221106214907
42,Uruguay,South Korea,1,2,0.0,3.0,20221106214907
43,Portugal,Ghana,5,1,3.0,0.0,20221106214907
44,South Korea,Ghana,1,2,0.0,3.0,20221106214907
45,Portugal,Uruguay,0,1,0.0,3.0,20221106214907
46,Ghana,Uruguay,0,2,0.0,3.0,20221106214907
47,South Korea,Portugal,3,2,3.0,0.0,20221106214907
