,home_team,away_team,home_score,away_score,h_points,a_points,timestamp
0,Qatar,Ecuador,0,2,0.0,3.0,20221107202308
1,Senegal,Netherlands,0,2,0.0,3.0,20221107202308
2,Qatar,Senegal,0,2,0.0,3.0,20221107202308
3,Netherlands,Ecuador,2,1,3.0,0.0,20221107202308
4,Ecuador,Senegal,1,2,0.0,3.0,20221107202308
5,Netherlands,Qatar,5,0,3.0,0.0,20221107202308
6,England,Iran,3,3,1.0,1.0,20221107202308
7,USA,Wales,2,3,0.0,3.0,20221107202308
8,Wales,Iran,0,2,0.0,3.0,20221107202308
9,England,USA,1,0,3.0,0.0,20221107202308
10,Iran,USA,0,2,0.0,3.0,20221107202308
11,Wales,England,2,2,1.0,1.0,20221107202308
12,Argentina,Saudi Arabia,2,1,3.0,0.0,20221107202308
13,Mexico,Poland,0,2,0.0,3.0,20221107202308
14,Poland,Saudi Arabia,2,2,1.0,1.0,20221107202308
15,Argentina,Mexico,0,0,1.0,1.0,20221107202308
16,Poland,Argentina,2,2,1.0,1.0,20221107202308
17,Saudi Arabia,Mexico,1,1,1.0,1.0,20221107202308
18,Denmark,Tunisia,3,1,3.0,0.0,20221107202308
19,France,Australia,2,0,3.0,0.0,20221107202308
20,Tunisia,Australia,1,2,0.0,3.0,20221107202308
21,France,Denmark,1,3,0.0,3.0,20221107202308
22,Australia,Denmark,0,2,0.0,3.0,20221107202308
23,Tunisia,France,0,3,0.0,3.0,20221107202308
24,Germany,Japan,3,0,3.0,0.0,20221107202308
25,Spain,Costa Rica,1,0,3.0,0.0,20221107202308
26,Japan,Costa Rica,2,1,3.0,0.0,20221107202308
27,Spain,Germany,1,1,1.0,1.0,20221107202308
28,Costa Rica,Germany,1,3,0.0,3.0,20221107202308
29,Japan,Spain,0,1,0.0,3.0,20221107202308
30,Morocco,Croatia,0,2,0.0,3.0,20221107202308
31,Belgium,Canada,1,0,3.0,0.0,20221107202308
32,Belgium,Morocco,2,0,3.0,0.0,20221107202308
33,Croatia,Canada,1,0,3.0,0.0,20221107202308
34,Canada,Morocco,0,2,0.0,3.0,20221107202308
35,Croatia,Belgium,1,0,3.0,0.0,20221107202308
36,Switzerland,Cameroon,3,3,1.0,1.0,20221107202308
37,Brazil,Serbia,0,2,0.0,3.0,20221107202308
38,Cameroon,Serbia,1,3,0.0,3.0,20221107202308
39,Brazil,Switzerland,1,1,1.0,1.0,20221107202308
40,Cameroon,Brazil,1,2,0.0,3.0,20221107202308
41,Serbia,Switzerland,2,3,0.0,3.0,20221107202308
42,Uruguay,South Korea,3,3,1.0,1.0,20221107202308
43,Portugal,Ghana,5,1,3.0,0.0,20221107202308
44,South Korea,Ghana,0,0,1.0,1.0,20221107202308
45,Portugal,Uruguay,0,1,0.0,3.0,20221107202308
46,Ghana,Uruguay,0,2,0.0,3.0,20221107202308
47,South Korea,Portugal,3,2,3.0,0.0,20221107202308
