,home_team,away_team,home_score,away_score,h_points,a_points,timestamp
0,Qatar,Ecuador,0,2,0.0,3.0,20221106212330
1,Senegal,Netherlands,0,2,0.0,3.0,20221106212330
2,Qatar,Senegal,0,2,0.0,3.0,20221106212330
3,Netherlands,Ecuador,2,1,3.0,0.0,20221106212330
4,Ecuador,Senegal,1,2,0.0,3.0,20221106212330
5,Netherlands,Qatar,5,0,3.0,0.0,20221106212330
6,England,Iran,1,2,0.0,3.0,20221106212330
7,USA,Wales,2,3,0.0,3.0,20221106212330
8,Wales,Iran,0,2,0.0,3.0,20221106212330
9,England,USA,1,0,3.0,0.0,20221106212330
10,Iran,USA,0,2,0.0,3.0,20221106212330
11,Wales,England,2,2,1.0,1.0,20221106212330
12,Argentina,Saudi Arabia,2,1,3.0,0.0,20221106212330
13,Mexico,Poland,0,2,0.0,3.0,20221106212330
14,Poland,Saudi Arabia,4,0,3.0,0.0,20221106212330
15,Argentina,Mexico,0,0,1.0,1.0,20221106212330
16,Poland,Argentina,2,2,1.0,1.0,20221106212330
17,Saudi Arabia,Mexico,1,1,1.0,1.0,20221106212330
18,Denmark,Tunisia,1,0,3.0,0.0,20221106212330
19,France,Australia,2,0,3.0,0.0,20221106212330
20,Tunisia,Australia,1,2,0.0,3.0,20221106212330
21,France,Denmark,1,1,1.0,1.0,20221106212330
22,Australia,Denmark,0,0,1.0,1.0,20221106212330
23,Tunisia,France,0,3,0.0,3.0,20221106212330
24,Germany,Japan,2,1,3.0,0.0,20221106212330
25,Spain,Costa Rica,1,0,3.0,0.0,20221106212330
26,Japan,Costa Rica,2,1,3.0,0.0,20221106212330
27,Spain,Germany,1,1,1.0,1.0,20221106212330
28,Costa Rica,Germany,1,3,0.0,3.0,20221106212330
29,Japan,Spain,0,1,0.0,3.0,20221106212330
30,Morocco,Croatia,0,2,0.0,3.0,20221106212330
31,Belgium,Canada,1,0,3.0,0.0,20221106212330
32,Belgium,Morocco,2,0,3.0,0.0,20221106212330
33,Croatia,Canada,1,0,3.0,0.0,20221106212330
34,Canada,Morocco,0,2,0.0,3.0,20221106212330
35,Croatia,Belgium,1,0,3.0,0.0,20221106212330
36,Switzerland,Cameroon,3,3,1.0,1.0,20221106212330
37,Brazil,Serbia,0,2,0.0,3.0,20221106212330
38,Cameroon,Serbia,1,3,0.0,3.0,20221106212330
39,Brazil,Switzerland,0,2,0.0,3.0,20221106212330
40,Cameroon,Brazil,1,2,0.0,3.0,20221106212330
41,Serbia,Switzerland,2,3,0.0,3.0,20221106212330
42,Uruguay,South Korea,3,3,1.0,1.0,20221106212330
43,Portugal,Ghana,5,1,3.0,0.0,20221106212330
44,South Korea,Ghana,0,0,1.0,1.0,20221106212330
45,Portugal,Uruguay,0,1,0.0,3.0,20221106212330
46,Ghana,Uruguay,0,2,0.0,3.0,20221106212330
47,South Korea,Portugal,3,2,3.0,0.0,20221106212330
