,home_team,away_team,home_score,away_score,h_points,a_points,timestamp
0,Qatar,Ecuador,0,2,0.0,3.0,20221106214629
1,Senegal,Netherlands,2,3,0.0,3.0,20221106214629
2,Qatar,Senegal,1,3,0.0,3.0,20221106214629
3,Netherlands,Ecuador,2,0,3.0,0.0,20221106214629
4,Ecuador,Senegal,3,2,3.0,0.0,20221106214629
5,Netherlands,Qatar,3,0,3.0,0.0,20221106214629
6,England,Iran,3,0,3.0,0.0,20221106214629
7,USA,Wales,3,1,3.0,0.0,20221106214629
8,Wales,Iran,1,1,1.0,1.0,20221106214629
9,England,USA,2,0,3.0,0.0,20221106214629
10,Iran,USA,1,1,1.0,1.0,20221106214629
11,Wales,England,0,0,1.0,1.0,20221106214629
12,Argentina,Saudi Arabia,2,1,3.0,0.0,20221106214629
13,Mexico,Poland,0,2,0.0,3.0,20221106214629
14,Poland,Saudi Arabia,2,1,3.0,0.0,20221106214629
15,Argentina,Mexico,0,0,1.0,1.0,20221106214629
16,Poland,Argentina,0,0,1.0,1.0,20221106214629
17,Saudi Arabia,Mexico,1,1,1.0,1.0,20221106214629
18,Denmark,Tunisia,2,1,3.0,0.0,20221106214629
19,France,Australia,2,1,3.0,0.0,20221106214629
20,Tunisia,Australia,3,3,1.0,1.0,20221106214629
21,France,Denmark,2,2,1.0,1.0,20221106214629
22,Australia,Denmark,1,1,1.0,1.0,20221106214629
23,Tunisia,France,0,4,0.0,3.0,20221106214629
24,Germany,Japan,2,1,3.0,0.0,20221106214629
25,Spain,Costa Rica,2,0,3.0,0.0,20221106214629
26,Japan,Costa Rica,1,1,1.0,1.0,20221106214629
27,Spain,Germany,2,2,1.0,1.0,20221106214629
28,Costa Rica,Germany,0,2,0.0,3.0,20221106214629
29,Japan,Spain,0,1,0.0,3.0,20221106214629
30,Morocco,Croatia,0,2,0.0,3.0,20221106214629
31,Belgium,Canada,4,2,3.0,0.0,20221106214629
32,Belgium,Morocco,3,3,1.0,1.0,20221106214629
33,Croatia,Canada,4,1,3.0,0.0,20221106214629
34,Canada,Morocco,0,2,0.0,3.0,20221106214629
35,Croatia,Belgium,1,0,3.0,0.0,20221106214629
36,Switzerland,Cameroon,2,1,3.0,0.0,20221106214629
37,Brazil,Serbia,2,1,3.0,0.0,20221106214629
38,Cameroon,Serbia,0,3,0.0,3.0,20221106214629
39,Brazil,Switzerland,3,3,1.0,1.0,20221106214629
40,Cameroon,Brazil,1,2,0.0,3.0,20221106214629
41,Serbia,Switzerland,3,2,3.0,0.0,20221106214629
42,Uruguay,South Korea,0,2,0.0,3.0,20221106214629
43,Portugal,Ghana,3,0,3.0,0.0,20221106214629
44,South Korea,Ghana,1,1,1.0,1.0,20221106214629
45,Portugal,Uruguay,0,2,0.0,3.0,20221106214629
46,Ghana,Uruguay,1,0,3.0,0.0,20221106214629
47,South Korea,Portugal,3,2,3.0,0.0,20221106214629
