,home_team,away_team,home_score,away_score,h_points,a_points,timestamp
0,Qatar,Ecuador,0,2,0.0,3.0,20221107202335
1,Senegal,Netherlands,0,2,0.0,3.0,20221107202335
2,Qatar,Senegal,0,2,0.0,3.0,20221107202335
3,Netherlands,Ecuador,2,1,3.0,0.0,20221107202335
4,Ecuador,Senegal,1,2,0.0,3.0,20221107202335
5,Netherlands,Qatar,5,0,3.0,0.0,20221107202335
6,England,Iran,0,2,0.0,3.0,20221107202335
7,USA,Wales,0,2,0.0,3.0,20221107202335
8,Wales,Iran,0,2,0.0,3.0,20221107202335
9,England,USA,3,2,3.0,0.0,20221107202335
10,Iran,USA,0,2,0.0,3.0,20221107202335
11,Wales,England,2,2,1.0,1.0,20221107202335
12,Argentina,Saudi Arabia,2,1,3.0,0.0,20221107202335
13,Mexico,Poland,1,2,0.0,3.0,20221107202335
14,Poland,Saudi Arabia,2,2,1.0,1.0,20221107202335
15,Argentina,Mexico,0,0,1.0,1.0,20221107202335
16,Poland,Argentina,2,2,1.0,1.0,20221107202335
17,Saudi Arabia,Mexico,1,1,1.0,1.0,20221107202335
18,Denmark,Tunisia,2,1,3.0,0.0,20221107202335
19,France,Australia,2,0,3.0,0.0,20221107202335
20,Tunisia,Australia,1,2,0.0,3.0,20221107202335
21,France,Denmark,1,3,0.0,3.0,20221107202335
22,Australia,Denmark,0,2,0.0,3.0,20221107202335
23,Tunisia,France,0,3,0.0,3.0,20221107202335
24,Germany,Japan,3,0,3.0,0.0,20221107202335
25,Spain,Costa Rica,1,0,3.0,0.0,20221107202335
26,Japan,Costa Rica,2,1,3.0,0.0,20221107202335
27,Spain,Germany,1,1,1.0,1.0,20221107202335
28,Costa Rica,Germany,1,3,0.0,3.0,20221107202335
29,Japan,Spain,0,1,0.0,3.0,20221107202335
30,Morocco,Croatia,0,2,0.0,3.0,20221107202335
31,Belgium,Canada,1,0,3.0,0.0,20221107202335
32,Belgium,Morocco,2,0,3.0,0.0,20221107202335
33,Croatia,Canada,1,0,3.0,0.0,20221107202335
34,Canada,Morocco,0,2,0.0,3.0,20221107202335
35,Croatia,Belgium,1,0,3.0,0.0,20221107202335
36,Switzerland,Cameroon,1,2,0.0,3.0,20221107202335
37,Brazil,Serbia,0,2,0.0,3.0,20221107202335
38,Cameroon,Serbia,1,3,0.0,3.0,20221107202335
39,Brazil,Switzerland,1,1,1.0,1.0,20221107202335
40,Cameroon,Brazil,1,2,0.0,3.0,20221107202335
41,Serbia,Switzerland,3,2,3.0,0.0,20221107202335
42,Uruguay,South Korea,3,3,1.0,1.0,20221107202335
43,Portugal,Ghana,5,1,3.0,0.0,20221107202335
44,South Korea,Ghana,0,0,1.0,1.0,20221107202335
45,Portugal,Uruguay,0,1,0.0,3.0,20221107202335
46,Ghana,Uruguay,0,2,0.0,3.0,20221107202335
47,South Korea,Portugal,3,2,3.0,0.0,20221107202335
