,home_team,away_team,home_score,away_score,h_points,a_points,timestamp
0,Qatar,Ecuador,0,2,0.0,3.0,20221106212942
1,Senegal,Netherlands,0,2,0.0,3.0,20221106212942
2,Qatar,Senegal,0,2,0.0,3.0,20221106212942
3,Netherlands,Ecuador,2,1,3.0,0.0,20221106212942
4,Ecuador,Senegal,1,2,0.0,3.0,20221106212942
5,Netherlands,Qatar,5,0,3.0,0.0,20221106212942
6,England,Iran,0,2,0.0,3.0,20221106212942
7,USA,Wales,2,3,0.0,3.0,20221106212942
8,Wales,Iran,0,2,0.0,3.0,20221106212942
9,England,USA,1,0,3.0,0.0,20221106212942
10,Iran,USA,0,2,0.0,3.0,20221106212942
11,Wales,England,2,2,1.0,1.0,20221106212942
12,Argentina,Saudi Arabia,2,1,3.0,0.0,20221106212942
13,Mexico,Poland,0,0,1.0,1.0,20221106212942
14,Poland,Saudi Arabia,2,2,1.0,1.0,20221106212942
15,Argentina,Mexico,0,0,1.0,1.0,20221106212942
16,Poland,Argentina,2,2,1.0,1.0,20221106212942
17,Saudi Arabia,Mexico,1,1,1.0,1.0,20221106212942
18,Denmark,Tunisia,2,1,3.0,0.0,20221106212942
19,France,Australia,2,0,3.0,0.0,20221106212942
20,Tunisia,Australia,1,2,0.0,3.0,20221106212942
21,France,Denmark,1,1,1.0,1.0,20221106212942
22,Australia,Denmark,0,2,0.0,3.0,20221106212942
23,Tunisia,France,0,3,0.0,3.0,20221106212942
24,Germany,Japan,3,0,3.0,0.0,20221106212942
25,Spain,Costa Rica,1,0,3.0,0.0,20221106212942
26,Japan,Costa Rica,2,1,3.0,0.0,20221106212942
27,Spain,Germany,1,1,1.0,1.0,20221106212942
28,Costa Rica,Germany,1,3,0.0,3.0,20221106212942
29,Japan,Spain,0,1,0.0,3.0,20221106212942
30,Morocco,Croatia,0,2,0.0,3.0,20221106212942
31,Belgium,Canada,1,0,3.0,0.0,20221106212942
32,Belgium,Morocco,2,0,3.0,0.0,20221106212942
33,Croatia,Canada,1,0,3.0,0.0,20221106212942
34,Canada,Morocco,0,2,0.0,3.0,20221106212942
35,Croatia,Belgium,1,0,3.0,0.0,20221106212942
36,Switzerland,Cameroon,2,1,3.0,0.0,20221106212942
37,Brazil,Serbia,0,2,0.0,3.0,20221106212942
38,Cameroon,Serbia,1,3,0.0,3.0,20221106212942
39,Brazil,Switzerland,0,2,0.0,3.0,20221106212942
40,Cameroon,Brazil,1,2,0.0,3.0,20221106212942
41,Serbia,Switzerland,2,3,0.0,3.0,20221106212942
42,Uruguay,South Korea,3,3,1.0,1.0,20221106212942
43,Portugal,Ghana,5,1,3.0,0.0,20221106212942
44,South Korea,Ghana,0,0,1.0,1.0,20221106212942
45,Portugal,Uruguay,0,1,0.0,3.0,20221106212942
46,Ghana,Uruguay,0,2,0.0,3.0,20221106212942
47,South Korea,Portugal,3,2,3.0,0.0,20221106212942
