,home_team,away_team,home_score,away_score,h_points,a_points,timestamp
0,Qatar,Ecuador,0,2,0.0,3.0,20221106213812
1,Senegal,Netherlands,0,2,0.0,3.0,20221106213812
2,Qatar,Senegal,0,0,1.0,1.0,20221106213812
3,Netherlands,Ecuador,0,0,1.0,1.0,20221106213812
4,Ecuador,Senegal,1,2,0.0,3.0,20221106213812
5,Netherlands,Qatar,2,1,3.0,0.0,20221106213812
6,England,Iran,1,2,0.0,3.0,20221106213812
7,USA,Wales,0,0,1.0,1.0,20221106213812
8,Wales,Iran,0,2,0.0,3.0,20221106213812
9,England,USA,2,1,3.0,0.0,20221106213812
10,Iran,USA,1,1,1.0,1.0,20221106213812
11,Wales,England,2,2,1.0,1.0,20221106213812
12,Argentina,Saudi Arabia,2,1,3.0,0.0,20221106213812
13,Mexico,Poland,0,0,1.0,1.0,20221106213812
14,Poland,Saudi Arabia,2,0,3.0,0.0,20221106213812
15,Argentina,Mexico,0,0,1.0,1.0,20221106213812
16,Poland,Argentina,1,2,0.0,3.0,20221106213812
17,Saudi Arabia,Mexico,1,1,1.0,1.0,20221106213812
18,Denmark,Tunisia,2,1,3.0,0.0,20221106213812
19,France,Australia,5,1,3.0,0.0,20221106213812
20,Tunisia,Australia,1,2,0.0,3.0,20221106213812
21,France,Denmark,2,2,1.0,1.0,20221106213812
22,Australia,Denmark,0,0,1.0,1.0,20221106213812
23,Tunisia,France,0,3,0.0,3.0,20221106213812
24,Germany,Japan,1,0,3.0,0.0,20221106213812
25,Spain,Costa Rica,1,0,3.0,0.0,20221106213812
26,Japan,Costa Rica,2,1,3.0,0.0,20221106213812
27,Spain,Germany,1,1,1.0,1.0,20221106213812
28,Costa Rica,Germany,1,3,0.0,3.0,20221106213812
29,Japan,Spain,0,1,0.0,3.0,20221106213812
30,Morocco,Croatia,0,2,0.0,3.0,20221106213812
31,Belgium,Canada,1,0,3.0,0.0,20221106213812
32,Belgium,Morocco,2,0,3.0,0.0,20221106213812
33,Croatia,Canada,2,0,3.0,0.0,20221106213812
34,Canada,Morocco,0,2,0.0,3.0,20221106213812
35,Croatia,Belgium,1,0,3.0,0.0,20221106213812
36,Switzerland,Cameroon,2,1,3.0,0.0,20221106213812
37,Brazil,Serbia,0,2,0.0,3.0,20221106213812
38,Cameroon,Serbia,1,3,0.0,3.0,20221106213812
39,Brazil,Switzerland,0,2,0.0,3.0,20221106213812
40,Cameroon,Brazil,1,2,0.0,3.0,20221106213812
41,Serbia,Switzerland,1,2,0.0,3.0,20221106213812
42,Uruguay,South Korea,0,2,0.0,3.0,20221106213812
43,Portugal,Ghana,5,1,3.0,0.0,20221106213812
44,South Korea,Ghana,1,2,0.0,3.0,20221106213812
45,Portugal,Uruguay,2,1,3.0,0.0,20221106213812
46,Ghana,Uruguay,0,2,0.0,3.0,20221106213812
47,South Korea,Portugal,3,2,3.0,0.0,20221106213812
