,home_team,away_team,home_score,away_score,h_points,a_points,timestamp
0,Qatar,Ecuador,0,2,0.0,3.0,20221106213645
1,Senegal,Netherlands,2,3,0.0,3.0,20221106213645
2,Qatar,Senegal,0,1,0.0,3.0,20221106213645
3,Netherlands,Ecuador,3,2,3.0,0.0,20221106213645
4,Ecuador,Senegal,2,3,0.0,3.0,20221106213645
5,Netherlands,Qatar,2,0,3.0,0.0,20221106213645
6,England,Iran,2,0,3.0,0.0,20221106213645
7,USA,Wales,3,1,3.0,0.0,20221106213645
8,Wales,Iran,3,2,3.0,0.0,20221106213645
9,England,USA,4,0,3.0,0.0,20221106213645
10,Iran,USA,0,2,0.0,3.0,20221106213645
11,Wales,England,2,2,1.0,1.0,20221106213645
12,Argentina,Saudi Arabia,1,0,3.0,0.0,20221106213645
13,Mexico,Poland,4,2,3.0,0.0,20221106213645
14,Poland,Saudi Arabia,1,0,3.0,0.0,20221106213645
15,Argentina,Mexico,0,0,1.0,1.0,20221106213645
16,Poland,Argentina,2,2,1.0,1.0,20221106213645
17,Saudi Arabia,Mexico,1,1,1.0,1.0,20221106213645
18,Denmark,Tunisia,3,0,3.0,0.0,20221106213645
19,France,Australia,3,0,3.0,0.0,20221106213645
20,Tunisia,Australia,3,3,1.0,1.0,20221106213645
21,France,Denmark,1,1,1.0,1.0,20221106213645
22,Australia,Denmark,0,2,0.0,3.0,20221106213645
23,Tunisia,France,0,2,0.0,3.0,20221106213645
24,Germany,Japan,2,1,3.0,0.0,20221106213645
25,Spain,Costa Rica,2,0,3.0,0.0,20221106213645
26,Japan,Costa Rica,2,1,3.0,0.0,20221106213645
27,Spain,Germany,1,1,1.0,1.0,20221106213645
28,Costa Rica,Germany,0,1,0.0,3.0,20221106213645
29,Japan,Spain,0,1,0.0,3.0,20221106213645
30,Morocco,Croatia,0,2,0.0,3.0,20221106213645
31,Belgium,Canada,3,2,3.0,0.0,20221106213645
32,Belgium,Morocco,3,4,0.0,3.0,20221106213645
33,Croatia,Canada,1,0,3.0,0.0,20221106213645
34,Canada,Morocco,0,2,0.0,3.0,20221106213645
35,Croatia,Belgium,1,0,3.0,0.0,20221106213645
36,Switzerland,Cameroon,0,2,0.0,3.0,20221106213645
37,Brazil,Serbia,2,1,3.0,0.0,20221106213645
38,Cameroon,Serbia,0,1,0.0,3.0,20221106213645
39,Brazil,Switzerland,3,3,1.0,1.0,20221106213645
40,Cameroon,Brazil,1,2,0.0,3.0,20221106213645
41,Serbia,Switzerland,3,2,3.0,0.0,20221106213645
42,Uruguay,South Korea,2,1,3.0,0.0,20221106213645
43,Portugal,Ghana,3,1,3.0,0.0,20221106213645
44,South Korea,Ghana,0,0,1.0,1.0,20221106213645
45,Portugal,Uruguay,1,1,1.0,1.0,20221106213645
46,Ghana,Uruguay,0,2,0.0,3.0,20221106213645
47,South Korea,Portugal,3,2,3.0,0.0,20221106213645
