,home_team,away_team,home_score,away_score,h_points,a_points,timestamp
0,Qatar,Ecuador,0,2,0.0,3.0,20221106213551
1,Senegal,Netherlands,0,2,0.0,3.0,20221106213551
2,Qatar,Senegal,0,0,1.0,1.0,20221106213551
3,Netherlands,Ecuador,0,0,1.0,1.0,20221106213551
4,Ecuador,Senegal,1,2,0.0,3.0,20221106213551
5,Netherlands,Qatar,2,1,3.0,0.0,20221106213551
6,England,Iran,0,2,0.0,3.0,20221106213551
7,USA,Wales,0,0,1.0,1.0,20221106213551
8,Wales,Iran,0,2,0.0,3.0,20221106213551
9,England,USA,2,1,3.0,0.0,20221106213551
10,Iran,USA,1,1,1.0,1.0,20221106213551
11,Wales,England,2,2,1.0,1.0,20221106213551
12,Argentina,Saudi Arabia,2,1,3.0,0.0,20221106213551
13,Mexico,Poland,0,0,1.0,1.0,20221106213551
14,Poland,Saudi Arabia,2,0,3.0,0.0,20221106213551
15,Argentina,Mexico,0,0,1.0,1.0,20221106213551
16,Poland,Argentina,1,2,0.0,3.0,20221106213551
17,Saudi Arabia,Mexico,1,1,1.0,1.0,20221106213551
18,Denmark,Tunisia,3,1,3.0,0.0,20221106213551
19,France,Australia,5,1,3.0,0.0,20221106213551
20,Tunisia,Australia,1,2,0.0,3.0,20221106213551
21,France,Denmark,2,2,1.0,1.0,20221106213551
22,Australia,Denmark,0,0,1.0,1.0,20221106213551
23,Tunisia,France,0,3,0.0,3.0,20221106213551
24,Germany,Japan,3,0,3.0,0.0,20221106213551
25,Spain,Costa Rica,1,0,3.0,0.0,20221106213551
26,Japan,Costa Rica,2,1,3.0,0.0,20221106213551
27,Spain,Germany,1,1,1.0,1.0,20221106213551
28,Costa Rica,Germany,1,3,0.0,3.0,20221106213551
29,Japan,Spain,0,1,0.0,3.0,20221106213551
30,Morocco,Croatia,0,2,0.0,3.0,20221106213551
31,Belgium,Canada,1,0,3.0,0.0,20221106213551
32,Belgium,Morocco,2,0,3.0,0.0,20221106213551
33,Croatia,Canada,2,0,3.0,0.0,20221106213551
34,Canada,Morocco,0,2,0.0,3.0,20221106213551
35,Croatia,Belgium,1,0,3.0,0.0,20221106213551
36,Switzerland,Cameroon,2,1,3.0,0.0,20221106213551
37,Brazil,Serbia,0,2,0.0,3.0,20221106213551
38,Cameroon,Serbia,1,3,0.0,3.0,20221106213551
39,Brazil,Switzerland,0,2,0.0,3.0,20221106213551
40,Cameroon,Brazil,1,2,0.0,3.0,20221106213551
41,Serbia,Switzerland,1,2,0.0,3.0,20221106213551
42,Uruguay,South Korea,1,2,0.0,3.0,20221106213551
43,Portugal,Ghana,5,1,3.0,0.0,20221106213551
44,South Korea,Ghana,1,2,0.0,3.0,20221106213551
45,Portugal,Uruguay,2,1,3.0,0.0,20221106213551
46,Ghana,Uruguay,0,2,0.0,3.0,20221106213551
47,South Korea,Portugal,3,2,3.0,0.0,20221106213551
