,home_team,away_team,home_score,away_score,h_points,a_points,timestamp
0,Qatar,Ecuador,0,2,0.0,3.0,20221107204335
1,Senegal,Netherlands,0,2,0.0,3.0,20221107204335
2,Qatar,Senegal,0,2,0.0,3.0,20221107204335
3,Netherlands,Ecuador,2,1,3.0,0.0,20221107204335
4,Ecuador,Senegal,1,2,0.0,3.0,20221107204335
5,Netherlands,Qatar,5,0,3.0,0.0,20221107204335
6,England,Iran,0,2,0.0,3.0,20221107204335
7,USA,Wales,0,1,0.0,3.0,20221107204335
8,Wales,Iran,0,2,0.0,3.0,20221107204335
9,England,USA,3,2,3.0,0.0,20221107204335
10,Iran,USA,0,2,0.0,3.0,20221107204335
11,Wales,England,2,2,1.0,1.0,20221107204335
12,Argentina,Saudi Arabia,2,1,3.0,0.0,20221107204335
13,Mexico,Poland,1,2,0.0,3.0,20221107204335
14,Poland,Saudi Arabia,2,2,1.0,1.0,20221107204335
15,Argentina,Mexico,0,0,1.0,1.0,20221107204335
16,Poland,Argentina,2,2,1.0,1.0,20221107204335
17,Saudi Arabia,Mexico,1,1,1.0,1.0,20221107204335
18,Denmark,Tunisia,3,0,3.0,0.0,20221107204335
19,France,Australia,2,0,3.0,0.0,20221107204335
20,Tunisia,Australia,1,2,0.0,3.0,20221107204335
21,France,Denmark,1,3,0.0,3.0,20221107204335
22,Australia,Denmark,0,2,0.0,3.0,20221107204335
23,Tunisia,France,0,3,0.0,3.0,20221107204335
24,Germany,Japan,3,0,3.0,0.0,20221107204335
25,Spain,Costa Rica,1,0,3.0,0.0,20221107204335
26,Japan,Costa Rica,2,1,3.0,0.0,20221107204335
27,Spain,Germany,1,1,1.0,1.0,20221107204335
28,Costa Rica,Germany,0,1,0.0,3.0,20221107204335
29,Japan,Spain,0,1,0.0,3.0,20221107204335
30,Morocco,Croatia,0,2,0.0,3.0,20221107204335
31,Belgium,Canada,1,0,3.0,0.0,20221107204335
32,Belgium,Morocco,2,0,3.0,0.0,20221107204335
33,Croatia,Canada,1,0,3.0,0.0,20221107204335
34,Canada,Morocco,0,2,0.0,3.0,20221107204335
35,Croatia,Belgium,1,0,3.0,0.0,20221107204335
36,Switzerland,Cameroon,3,3,1.0,1.0,20221107204335
37,Brazil,Serbia,0,2,0.0,3.0,20221107204335
38,Cameroon,Serbia,1,3,0.0,3.0,20221107204335
39,Brazil,Switzerland,1,1,1.0,1.0,20221107204335
40,Cameroon,Brazil,1,2,0.0,3.0,20221107204335
41,Serbia,Switzerland,3,2,3.0,0.0,20221107204335
42,Uruguay,South Korea,0,2,0.0,3.0,20221107204335
43,Portugal,Ghana,5,1,3.0,0.0,20221107204335
44,South Korea,Ghana,0,0,1.0,1.0,20221107204335
45,Portugal,Uruguay,0,1,0.0,3.0,20221107204335
46,Ghana,Uruguay,0,2,0.0,3.0,20221107204335
47,South Korea,Portugal,3,2,3.0,0.0,20221107204335
