,home_team,away_team,home_score,away_score,h_points,a_points,timestamp
0,Qatar,Ecuador,0,2,0.0,3.0,20221106212022
1,Senegal,Netherlands,2,3,0.0,3.0,20221106212022
2,Qatar,Senegal,0,3,0.0,3.0,20221106212022
3,Netherlands,Ecuador,1,0,3.0,0.0,20221106212022
4,Ecuador,Senegal,3,2,3.0,0.0,20221106212022
5,Netherlands,Qatar,1,0,3.0,0.0,20221106212022
6,England,Iran,1,0,3.0,0.0,20221106212022
7,USA,Wales,2,0,3.0,0.0,20221106212022
8,Wales,Iran,0,0,1.0,1.0,20221106212022
9,England,USA,2,0,3.0,0.0,20221106212022
10,Iran,USA,1,1,1.0,1.0,20221106212022
11,Wales,England,0,0,1.0,1.0,20221106212022
12,Argentina,Saudi Arabia,2,1,3.0,0.0,20221106212022
13,Mexico,Poland,2,3,0.0,3.0,20221106212022
14,Poland,Saudi Arabia,1,1,1.0,1.0,20221106212022
15,Argentina,Mexico,0,0,1.0,1.0,20221106212022
16,Poland,Argentina,2,2,1.0,1.0,20221106212022
17,Saudi Arabia,Mexico,1,1,1.0,1.0,20221106212022
18,Denmark,Tunisia,2,1,3.0,0.0,20221106212022
19,France,Australia,1,0,3.0,0.0,20221106212022
20,Tunisia,Australia,3,3,1.0,1.0,20221106212022
21,France,Denmark,2,2,1.0,1.0,20221106212022
22,Australia,Denmark,1,1,1.0,1.0,20221106212022
23,Tunisia,France,0,2,0.0,3.0,20221106212022
24,Germany,Japan,3,3,1.0,1.0,20221106212022
25,Spain,Costa Rica,2,0,3.0,0.0,20221106212022
26,Japan,Costa Rica,2,1,3.0,0.0,20221106212022
27,Spain,Germany,2,2,1.0,1.0,20221106212022
28,Costa Rica,Germany,0,2,0.0,3.0,20221106212022
29,Japan,Spain,0,1,0.0,3.0,20221106212022
30,Morocco,Croatia,0,2,0.0,3.0,20221106212022
31,Belgium,Canada,2,0,3.0,0.0,20221106212022
32,Belgium,Morocco,3,3,1.0,1.0,20221106212022
33,Croatia,Canada,1,0,3.0,0.0,20221106212022
34,Canada,Morocco,0,2,0.0,3.0,20221106212022
35,Croatia,Belgium,1,0,3.0,0.0,20221106212022
36,Switzerland,Cameroon,3,3,1.0,1.0,20221106212022
37,Brazil,Serbia,2,1,3.0,0.0,20221106212022
38,Cameroon,Serbia,1,1,1.0,1.0,20221106212022
39,Brazil,Switzerland,3,3,1.0,1.0,20221106212022
40,Cameroon,Brazil,1,2,0.0,3.0,20221106212022
41,Serbia,Switzerland,3,2,3.0,0.0,20221106212022
42,Uruguay,South Korea,3,0,3.0,0.0,20221106212022
43,Portugal,Ghana,3,0,3.0,0.0,20221106212022
44,South Korea,Ghana,1,1,1.0,1.0,20221106212022
45,Portugal,Uruguay,0,2,0.0,3.0,20221106212022
46,Ghana,Uruguay,0,1,0.0,3.0,20221106212022
47,South Korea,Portugal,3,2,3.0,0.0,20221106212022
