,home_team,away_team,home_score,away_score,h_points,a_points,timestamp
0,Qatar,Ecuador,0,2,0.0,3.0,20221106213735
1,Senegal,Netherlands,0,2,0.0,3.0,20221106213735
2,Qatar,Senegal,0,2,0.0,3.0,20221106213735
3,Netherlands,Ecuador,2,1,3.0,0.0,20221106213735
4,Ecuador,Senegal,1,2,0.0,3.0,20221106213735
5,Netherlands,Qatar,5,0,3.0,0.0,20221106213735
6,England,Iran,1,2,0.0,3.0,20221106213735
7,USA,Wales,2,3,0.0,3.0,20221106213735
8,Wales,Iran,0,2,0.0,3.0,20221106213735
9,England,USA,1,0,3.0,0.0,20221106213735
10,Iran,USA,0,2,0.0,3.0,20221106213735
11,Wales,England,2,2,1.0,1.0,20221106213735
12,Argentina,Saudi Arabia,2,1,3.0,0.0,20221106213735
13,Mexico,Poland,0,2,0.0,3.0,20221106213735
14,Poland,Saudi Arabia,4,0,3.0,0.0,20221106213735
15,Argentina,Mexico,0,0,1.0,1.0,20221106213735
16,Poland,Argentina,2,2,1.0,1.0,20221106213735
17,Saudi Arabia,Mexico,1,1,1.0,1.0,20221106213735
18,Denmark,Tunisia,3,3,1.0,1.0,20221106213735
19,France,Australia,2,0,3.0,0.0,20221106213735
20,Tunisia,Australia,1,2,0.0,3.0,20221106213735
21,France,Denmark,1,1,1.0,1.0,20221106213735
22,Australia,Denmark,0,0,1.0,1.0,20221106213735
23,Tunisia,France,0,3,0.0,3.0,20221106213735
24,Germany,Japan,2,1,3.0,0.0,20221106213735
25,Spain,Costa Rica,1,0,3.0,0.0,20221106213735
26,Japan,Costa Rica,2,1,3.0,0.0,20221106213735
27,Spain,Germany,1,1,1.0,1.0,20221106213735
28,Costa Rica,Germany,1,3,0.0,3.0,20221106213735
29,Japan,Spain,0,1,0.0,3.0,20221106213735
30,Morocco,Croatia,0,2,0.0,3.0,20221106213735
31,Belgium,Canada,1,0,3.0,0.0,20221106213735
32,Belgium,Morocco,2,0,3.0,0.0,20221106213735
33,Croatia,Canada,1,0,3.0,0.0,20221106213735
34,Canada,Morocco,0,2,0.0,3.0,20221106213735
35,Croatia,Belgium,1,0,3.0,0.0,20221106213735
36,Switzerland,Cameroon,3,3,1.0,1.0,20221106213735
37,Brazil,Serbia,0,2,0.0,3.0,20221106213735
38,Cameroon,Serbia,1,3,0.0,3.0,20221106213735
39,Brazil,Switzerland,0,2,0.0,3.0,20221106213735
40,Cameroon,Brazil,1,2,0.0,3.0,20221106213735
41,Serbia,Switzerland,2,3,0.0,3.0,20221106213735
42,Uruguay,South Korea,3,3,1.0,1.0,20221106213735
43,Portugal,Ghana,5,1,3.0,0.0,20221106213735
44,South Korea,Ghana,0,0,1.0,1.0,20221106213735
45,Portugal,Uruguay,0,1,0.0,3.0,20221106213735
46,Ghana,Uruguay,0,2,0.0,3.0,20221106213735
47,South Korea,Portugal,3,2,3.0,0.0,20221106213735
