0,1,2,3,4,5,6,7,8
soccer/north-central-america/concacaf-nations-league-2019-2020/guyana-belize-fyoFUx7b,23.03.2019,Guyana,Belize,2:1,2.21,3.25,2.81,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/sint-maarten-saint-martin-K6UvTPVg,23.03.2019,Sint Maarten,Saint Martin,4:3,3.01,3.48,2.01,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/suriname-saint-kitts-and-nevis-CEnnR306,23.03.2019,Suriname,Saint Kitts and Nevis,2:0,3.05,3.53,1.99,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/anguilla-united-states-virgin-islands-800KRziH,22.03.2019,Anguilla,United States Virgin Islands,0:3,1.81,3.75,3.41,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/saint-lucia-aruba-fwxiQNFC,22.03.2019,Saint Lucia,Aruba,3:2,1.80,3.61,3.56,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/british-virgin-islands-turks-and-caicos-islands-tYtBVIih,21.03.2019,British Virgin Islands,Turks and Caicos Islands,2:2,3.02,4.04,1.88,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/saint-vincent-and-the-grenadines-bonaire-SlqNSGyB,21.03.2019,Saint Vincent and the Grenadines,Bonaire,2:1,1.05,10.44,20.44,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/curacao-guadeloupe-WIsTy0cR,20.11.2018,Curacao,Guadeloupe,6:0,1.41,3.92,6.81,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/french-guiana-guyana-tY4HJ0yq,20.11.2018,French Guiana,Guyana,2:1,2.70,3.74,2.19,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/martinique-antigua-and-barbuda-OGM7UHk1,20.11.2018,Martinique,Antigua and Barbuda,4:2,2.34,3.42,2.58,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/sint-maarten-dominica-hSrPxtrL,20.11.2018,Sint Maarten,Dominica,0:2,26.00,17.00,1.01,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/bahamas-anguilla-d0kGv2D8,19.11.2018,Bahamas,Anguilla,1:1,1.55,3.96,4.81,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/barbados-united-states-virgin-islands-zilKwMSE,19.11.2018,Barbados,United States Virgin Islands,3:0,1.03,13.18,24.37,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/saint-kitts-and-nevis-canada-lb8PHv6e,19.11.2018,Saint Kitts and Nevis,Canada,0:1,8.57,5.49,1.24,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/cayman-islands-saint-lucia-pQN3Vcze,18.11.2018,Cayman Islands,Saint Lucia,0:0,8.40,4.99,1.28,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/jamaica-suriname-lbUfXJ5r,18.11.2018,Jamaica,Suriname,2:1,1.26,4.99,9.47,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/nicaragua-haiti-rc1YFIz8,18.11.2018,Nicaragua,Haiti,0:2,2.35,3.18,2.74,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/turks-and-caicos-islands-saint-vincent-and-the-grenadines-vPIkOtTR,18.11.2018,Turks and Caicos Islands,Saint Vincent and the Grenadines,3:2,19.57,10.36,1.04,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/aruba-montserrat-21YbWwLl,17.11.2018,Aruba,Montserrat,0:2,2.48,3.05,2.67,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/belize-puerto-rico-AXKFSeKD,17.11.2018,Belize,Puerto Rico,1:0,1.73,3.27,4.50,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/bermuda-el-salvador-WtMBTy57,17.11.2018,Bermuda,El Salvador,1:0,5.62,4.47,1.41,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/cuba-dominican-republic-WMcUGbL1,17.11.2018,Cuba,Dominican Republic,1:0,1.43,4.11,6.01,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/grenada-saint-martin-d0TpPMDL,16.11.2018,Grenada,Saint Martin,5:2,1.01,17.50,20.25,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/canada-dominica-pj7f4Lyd,17.10.2018,Canada,Dominica,5:0,1.02,13.16,30.18,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/nicaragua-anguilla-23Z2E5a3,15.10.2018,Nicaragua,Anguilla,6:0,1.02,12.88,35.25,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/el-salvador-barbados-tbl8hOxp,14.10.2018,El Salvador,Barbados,3:0,1.36,4.91,6.08,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/bahamas-antigua-and-barbuda-OINBCqUF,13.10.2018,Bahamas,Antigua and Barbuda,0:6,7.96,5.98,1.22,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/dominican-republic-cayman-islands-xQsHj27d,13.10.2018,Dominican Republic,Cayman Islands,3:0,1.07,9.40,17.33,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/curacao-grenada-AB55eigO,11.09.2018,Curacao,Grenada,10:0,1.06,10.03,21.82,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/haiti-sint-maarten-zgZNDY8h,11.09.2018,Haiti,Sint Maarten,13:0,1.00,18.00,28.00,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/saint-martin-guadeloupe-SSZJEEgn,11.09.2018,Saint Martin,Guadeloupe,0:3,26.00,12.50,1.03,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/aruba-bermuda-n9Ep0Fvg,10.09.2018,Aruba,Bermuda,3:1,3.67,3.50,1.83,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/jamaica-cayman-islands-xb7ccDOB,10.09.2018,Jamaica,Cayman Islands,4:0,1.01,19.14,34.43,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/saint-kitts-and-nevis-puerto-rico-GzRSsYOO,10.09.2018,Saint Kitts and Nevis,Puerto Rico,1:0,1.77,3.65,3.80,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/bonaire-dominican-republic-lxyGFfvt,09.09.2018,Bonaire,Dominican Republic,0:5,12.00,7.30,1.15,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/montserrat-el-salvador-OE99fB8U,09.09.2018,Montserrat,El Salvador,1:2,10.50,6.30,1.20,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/united-states-virgin-islands-canada-6a6x2yAt,09.09.2018,United States Virgin Islands,Canada,0:8,28.00,18.00,1.00,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/antigua-and-barbuda-saint-lucia-KMChbg95,08.09.2018,Antigua and Barbuda,Saint Lucia,0:3,1.56,4.14,4.50,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/belize-bahamas-d8NWBCw5,08.09.2018,Belize,Bahamas,4:0,1.58,3.77,5.01,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/cuba-turks-and-caicos-islands-Gl61dXwI,08.09.2018,Cuba,Turks and Caicos Islands,11:0,1.10,9.00,11.25,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/saint-vincent-and-the-grenadines-nicaragua-ABRzBWhB,08.09.2018,Saint Vincent and the Grenadines,Nicaragua,0:2,4.22,3.68,1.72,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/anguilla-french-guiana-lOes1ePn,07.09.2018,Anguilla,French Guiana,0:5,10.50,6.65,1.19,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/guyana-barbados-EqYRChOb,07.09.2018,Guyana,Barbados,3:0,2.60,3.47,2.38,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/north-central-america/concacaf-nations-league-2019-2020/dominica-suriname-tWDlaZga,06.09.2018,Dominica,Suriname,0:0,3.74,3.72,1.81,https://www.betexplorer.com/soccer/north-central-america/concacaf-nations-league-2019-2020/results/?stage=nsYLeXxC
soccer/europe/euro-2020/belgium-cyprus-4xBmDRub,19.11.2019,Belgium,Cyprus,6:1,1.01,23.21,64.92,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/san-marino-russia-KCqG4fge,19.11.2019,San Marino,Russia,0:5,87.64,41.34,1.00,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/scotland-kazakhstan-EmbJ3E81,19.11.2019,Scotland,Kazakhstan,3:1,1.55,4.01,6.14,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/latvia-austria-QFHgv1qL,19.11.2019,Latvia,Austria,1:0,18.93,7.37,1.15,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/north-macedonia-israel-2BwQWIye,19.11.2019,North Macedonia,Israel,1:0,2.44,3.49,2.76,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/poland-slovenia-z7MFMDdj,19.11.2019,Poland,Slovenia,3:2,1.73,3.55,5.09,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/slovakia-azerbaijan-QZyv48pf,19.11.2019,Slovakia,Azerbaijan,2:0,1.18,6.74,17.39,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/wales-hungary-fobeCWxE,19.11.2019,Wales,Hungary,2:0,1.51,4.16,6.43,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/germany-northern-ireland-pt8QXq4b,19.11.2019,Germany,Northern Ireland,6:1,1.09,9.95,26.89,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/netherlands-estonia-xzoaHOJH,19.11.2019,Netherlands,Estonia,5:0,1.01,23.30,67.95,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/greece-finland-l0J43BDP,18.11.2019,Greece,Finland,2:1,1.81,3.42,4.71,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/italy-armenia-EmpOXhNs,18.11.2019,Italy,Armenia,9:1,1.08,10.26,30.52,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/liechtenstein-bosnia-herzegovina-vVyEtl6C,18.11.2019,Liechtenstein,Bosnia &amp; Herzegovina,0:3,18.89,8.29,1.13,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/malta-norway-ETgOWcKc,18.11.2019,Malta,Norway,1:2,27.69,9.77,1.08,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/spain-romania-8fBsOTyQ,18.11.2019,Spain,Romania,5:0,1.16,7.50,16.19,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/sweden-faroe-islands-h0QtKKzh,18.11.2019,Sweden,Faroe Islands,3:0,1.10,8.98,24.89,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/gibraltar-switzerland-8fqvmG92,18.11.2019,Gibraltar,Switzerland,1:6,62.45,27.02,1.01,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/ireland-denmark-0AcmqY8R,18.11.2019,Ireland,Denmark,1:1,3.01,3.08,2.49,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/albania-france-MFA0gXlP,17.11.2019,Albania,France,0:2,7.49,4.49,1.42,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/andorra-turkey-vZRPcntB,17.11.2019,Andorra,Turkey,0:2,14.59,6.72,1.19,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/moldova-iceland-zmt0sReU,17.11.2019,Moldova,Iceland,1:2,8.19,4.21,1.42,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/luxembourg-portugal-4n6FNvPg,17.11.2019,Luxembourg,Portugal,0:2,32.39,10.97,1.07,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/serbia-ukraine-rDZNJdOI,17.11.2019,Serbia,Ukraine,2:2,2.07,3.47,3.48,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/bulgaria-czech-republic-G4MiVVQ2,17.11.2019,Bulgaria,Czech Republic,1:0,4.58,3.83,1.73,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/kosovo-england-lhoc9l4q,17.11.2019,Kosovo,England,0:4,7.13,4.89,1.40,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/cyprus-scotland-fqy6RH08,16.11.2019,Cyprus,Scotland,1:2,3.30,3.26,2.24,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/russia-belgium-ve30APPG,16.11.2019,Russia,Belgium,1:4,3.28,3.64,2.11,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/san-marino-kazakhstan-6sNdHXx1,16.11.2019,San Marino,Kazakhstan,1:3,38.15,11.58,1.06,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/austria-north-macedonia-dzjcZjtd,16.11.2019,Austria,North Macedonia,2:1,1.21,6.51,12.99,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/israel-poland-bu8AreJ9,16.11.2019,Israel,Poland,1:2,2.75,3.33,2.55,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/slovenia-latvia-CtLGgtq8,16.11.2019,Slovenia,Latvia,1:0,1.08,9.91,32.49,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/azerbaijan-wales-nqwz5lVm,16.11.2019,Azerbaijan,Wales,0:2,7.01,3.82,1.53,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/croatia-slovakia-EDNMcXNK,16.11.2019,Croatia,Slovakia,3:1,1.45,4.39,7.19,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/germany-belarus-Wd6YVNYA,16.11.2019,Germany,Belarus,4:0,1.05,14.07,41.02,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/northern-ireland-netherlands-ANFDznKu,16.11.2019,Northern Ireland,Netherlands,0:0,7.03,4.14,1.49,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/armenia-greece-YicmemL5,15.11.2019,Armenia,Greece,0:1,3.66,3.40,2.05,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/bosnia-herzegovina-italy-n1rWVWif,15.11.2019,Bosnia &amp; Herzegovina,Italy,0:3,3.68,3.62,1.99,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/finland-liechtenstein-zcVMvSzP,15.11.2019,Finland,Liechtenstein,3:0,1.06,12.28,30.90,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/norway-faroe-islands-2kQ5EG4T,15.11.2019,Norway,Faroe Islands,4:0,1.09,9.39,28.59,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/romania-sweden-rkJgHIKA,15.11.2019,Romania,Sweden,0:2,2.67,3.22,2.72,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/spain-malta-vw2DI7am,15.11.2019,Spain,Malta,7:0,1.01,29.12,64.39,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/denmark-gibraltar-6mbqpEgL,15.11.2019,Denmark,Gibraltar,6:0,1.00,29.95,76.95,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/switzerland-georgia-hQZFr1IG,15.11.2019,Switzerland,Georgia,1:0,1.20,6.47,14.70,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/albania-andorra-z1LYeQAN,14.11.2019,Albania,Andorra,2:2,1.17,6.93,18.57,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/france-moldova-YgU5XkS5,14.11.2019,France,Moldova,2:1,1.01,26.65,69.38,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/turkey-iceland-vLniqmRH,14.11.2019,Turkey,Iceland,0:0,1.62,3.82,5.58,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/portugal-lithuania-OYXh6wfJ,14.11.2019,Portugal,Lithuania,6:0,1.02,21.61,63.54,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/serbia-luxembourg-2cjzNSkt,14.11.2019,Serbia,Luxembourg,3:2,1.14,7.99,18.79,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/czech-republic-kosovo-Ear96nl2,14.11.2019,Czech Republic,Kosovo,2:1,1.59,4.10,5.45,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/england-montenegro-vJBDHCd3,14.11.2019,England,Montenegro,7:0,1.05,13.98,35.31,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/finland-armenia-d6WIu8LI,15.10.2019,Finland,Armenia,3:0,1.54,4.07,6.22,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/greece-bosnia-herzegovina-6Hw6rAy0,15.10.2019,Greece,Bosnia &amp; Herzegovina,2:1,3.50,3.25,2.15,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/liechtenstein-italy-ET1uSliJ,15.10.2019,Liechtenstein,Italy,0:5,54.59,20.06,1.02,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/israel-latvia-fozIYv7r,15.10.2019,Israel,Latvia,3:1,1.14,8.36,17.71,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/faroe-islands-malta-S0ZS5Fci,15.10.2019,Faroe Islands,Malta,1:0,1.57,3.62,6.85,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/romania-norway-bLBy9fSj,15.10.2019,Romania,Norway,1:1,2.92,3.29,2.44,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/sweden-spain-M1iIHREg,15.10.2019,Sweden,Spain,1:1,4.79,3.60,1.76,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/gibraltar-georgia-KjOIbD8E,15.10.2019,Gibraltar,Georgia,2:3,15.83,6.92,1.18,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/switzerland-ireland-EZzCqs3A,15.10.2019,Switzerland,Ireland,2:0,1.49,3.90,7.66,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/france-turkey-xSzcZBcg,14.10.2019,France,Turkey,1:1,1.41,4.36,8.37,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/iceland-andorra-0UmmpTBB,14.10.2019,Iceland,Andorra,2:0,1.05,12.42,35.83,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
soccer/europe/euro-2020/moldova-albania-UNKxepQT,14.10.2019,Moldova,Albania,0:4,5.35,3.16,1.81,https://www.betexplorer.com/soccer/europe/euro-2020/results/?stage=Wryav0YC
