0,1,2,3,4,5,6,7,8
soccer/world/finalissima/italy-argentina-lhRT7Yy7,01.06.,Italy,Argentina,0:3,3.38,3.01,2.30,https://www.betexplorer.com/soccer/world/finalissima/
