,0,1,2,3,4,5,6,7,8
126,soccer/world/world-cup-2018/uruguay-saudi-arabia-lEbnWTin,20.06.2018,Uruguay,Saudi Arabia,1:0,1.21,6.62,17.65,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
127,soccer/world/world-cup-2018/colombia-japan-KUdQ49F8,19.06.2018,Colombia,Japan,1:2,1.86,3.33,5.05,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
128,soccer/world/world-cup-2018/poland-senegal-8fgM5k02,19.06.2018,Poland,Senegal,1:2,2.46,3.04,3.32,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
129,soccer/world/world-cup-2018/russia-egypt-ANarX9xt,19.06.2018,Russia,Egypt,3:1,1.95,3.48,4.27,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
130,soccer/world/world-cup-2018/belgium-panama-bLqc5LlM,18.06.2018,Belgium,Panama,3:0,1.20,6.71,18.06,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
131,soccer/world/world-cup-2018/tunisia-england-COm14u4S,18.06.2018,Tunisia,England,1:2,8.54,4.17,1.47,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
132,soccer/world/world-cup-2018/sweden-south-korea-6iS6pKCd,18.06.2018,Sweden,South Korea,1:0,2.24,3.02,3.86,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
133,soccer/world/world-cup-2018/germany-mexico-hlO2o0cj,17.06.2018,Germany,Mexico,0:1,1.47,4.47,7.33,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
134,soccer/world/world-cup-2018/brazil-switzerland-IRgJgOkA,17.06.2018,Brazil,Switzerland,1:1,1.46,4.35,8.16,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
135,soccer/world/world-cup-2018/costa-rica-serbia-6ijFf4z4,17.06.2018,Costa Rica,Serbia,0:1,5.22,3.37,1.83,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
136,soccer/world/world-cup-2018/argentina-iceland-nmJlvqjN,16.06.2018,Argentina,Iceland,1:1,1.32,5.25,10.93,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
137,soccer/world/world-cup-2018/croatia-nigeria-0jNhw35T,16.06.2018,Croatia,Nigeria,2:0,1.67,3.73,5.91,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
138,soccer/world/world-cup-2018/france-australia-rkwPqmMo,16.06.2018,France,Australia,2:1,1.25,6.90,10.83,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
139,soccer/world/world-cup-2018/peru-denmark-dhsTr7yh,16.06.2018,Peru,Denmark,0:1,3.65,3.07,2.30,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
140,soccer/world/world-cup-2018/morocco-iran-v3iaTRy5,15.06.2018,Morocco,Iran,0:1,2.20,2.94,4.14,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
141,soccer/world/world-cup-2018/portugal-spain-xlA2SoiB,15.06.2018,Portugal,Spain,3:3,4.28,3.24,2.03,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
142,soccer/world/world-cup-2018/egypt-uruguay-AqczPCpJ,15.06.2018,Egypt,Uruguay,0:1,8.24,4.06,1.50,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
143,soccer/world/world-cup-2018/russia-saudi-arabia-dtgWPhVC,14.06.2018,Russia,Saudi Arabia,5:0,1.45,4.29,8.89,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
144,soccer/world/world-cup-2018/france-croatia-2kQPzUIB,15.07.2018,France,Croatia,4:2,2.13,3.07,4.17,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
145,soccer/world/world-cup-2018/belgium-england-ttPTZmYH,14.07.2018,Belgium,England,2:0,2.19,3.74,3.20,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
146,soccer/world/world-cup-2018/croatia-england-vw29zXR1,11.07.2018,Croatia,England,2:1,3.84,2.98,2.27,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
147,soccer/world/world-cup-2018/france-belgium-Ikzqgki4,10.07.2018,France,Belgium,1:0,2.57,3.12,3.03,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
148,soccer/world/world-cup-2018/russia-croatia-WEqpywFK,07.07.2018,Russia,Croatia,2:3,4.03,3.15,2.12,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
149,soccer/world/world-cup-2018/sweden-england-SSuflM65,07.07.2018,Sweden,England,0:2,5.06,3.35,1.84,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
150,soccer/world/world-cup-2018/brazil-belgium-ruhUJyDI,06.07.2018,Brazil,Belgium,1:2,2.11,3.41,3.68,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
151,soccer/world/world-cup-2018/uruguay-france-4v4us1ml,06.07.2018,Uruguay,France,0:2,4.62,3.09,2.01,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
152,soccer/world/world-cup-2018/colombia-england-WIa8xROI,03.07.2018,Colombia,England,1:2,4.03,3.09,2.14,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
153,soccer/world/world-cup-2018/sweden-switzerland-Cb0q8fL2,03.07.2018,Sweden,Switzerland,1:0,3.32,2.93,2.52,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
154,soccer/world/world-cup-2018/belgium-japan-xd04w79C,02.07.2018,Belgium,Japan,3:2,1.41,4.67,8.66,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
155,soccer/world/world-cup-2018/brazil-mexico-AgM0qBr2,02.07.2018,Brazil,Mexico,2:0,1.48,4.37,7.50,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
156,soccer/world/world-cup-2018/croatia-denmark-vquzagAh,01.07.2018,Croatia,Denmark,2:1,1.96,3.21,4.66,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
157,soccer/world/world-cup-2018/spain-russia-CpJqjmbf,01.07.2018,Spain,Russia,1:2,1.58,4.07,6.29,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
158,soccer/world/world-cup-2018/france-argentina-dKkVaZfn,30.06.2018,France,Argentina,4:3,2.41,3.09,3.35,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
159,soccer/world/world-cup-2018/uruguay-portugal-bsFuiTrl,30.06.2018,Uruguay,Portugal,2:1,3.02,2.96,2.71,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
160,soccer/world/friendly-international-2021/sweden-estonia-AZesabMk,31.03.2021,Sweden,Estonia,1:0,1.15,7.35,15.48,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
161,soccer/world/friendly-international-2021/switzerland-finland-tOerEJbP,31.03.2021,Switzerland,Finland,3:2,1.39,4.55,8.12,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
162,soccer/world/friendly-international-2021/bahrain-jordan-pIqnSdgH,30.03.2021,Bahrain,Jordan,1:2,2.56,2.90,2.96,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
163,soccer/world/friendly-international-2021/costa-rica-mexico-bahw0v7q,30.03.2021,Costa Rica,Mexico,0:1,5.08,3.41,1.73,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
164,soccer/world/friendly-international-2021/iran-syria-IPOTnJ9a,30.03.2021,Iran,Syria,3:0,1.28,5.03,11.12,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
165,soccer/world/friendly-international-2021/qatar-ireland-Ek1Lumgb,30.03.2021,Qatar,Ireland,1:1,3.73,3.15,2.07,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
166,soccer/world/friendly-international-2021/al-wehdat-jordan-QZBP4Nf4,29.03.2021,Al Wehdat,Jordan U23,2:1,1.62,4.02,4.18,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
167,soccer/world/friendly-international-2021/austria-poland-bHZqWCd9,29.03.2021,Austria U21,Poland U21,2:0,2.21,3.32,2.92,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
168,soccer/world/friendly-international-2021/ecuador-bolivia-dfCFAUNq,29.03.2021,Ecuador,Bolivia,2:1,1.30,5.13,9.43,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
169,soccer/world/friendly-international-2021/georgia-belarus-pWtgOpr7,29.03.2021,Georgia U21,Belarus U21,4:1,1.70,3.61,4.42,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
170,soccer/world/friendly-international-2021/india-united-arab-emirates-hIFA4KbS,29.03.2021,India,United Arab Emirates,0:6,18.04,6.02,1.17,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
171,soccer/world/friendly-international-2021/japan-argentina-jqxDXqXi,29.03.2021,Japan U23,Argentina U23,3:0,2.46,3.20,2.62,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
172,soccer/world/friendly-international-2021/kuwait-lebanon-ERG650qM,29.03.2021,Kuwait,Lebanon,1:1,2.48,2.68,3.39,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
173,soccer/world/friendly-international-2021/north-macedonia-bulgaria-r9a7ceRm,29.03.2021,North Macedonia U21,Bulgaria U21,5:1,3.11,3.64,2.02,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
174,soccer/world/friendly-international-2021/qatar-kosovo-x6woQ6Df,29.03.2021,Qatar U23,Kosovo U21,2:2,1.24,4.50,8.10,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
175,soccer/world/friendly-international-2021/ukraine-slovakia-xziOdKle,29.03.2021,Ukraine U21,Slovakia U21,2:3,2.34,3.53,2.60,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
176,soccer/world/friendly-international-2021/uzbekistan-iraq-2LfDbea0,29.03.2021,Uzbekistan,Iraq,0:1,2.37,2.85,3.32,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
177,soccer/world/friendly-international-2021/uzbekistan-kazakhstan-bqhKc0Zl,29.03.2021,Uzbekistan U23,Kazakhstan U21,2:0,2.27,3.34,2.63,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
178,soccer/world/friendly-international-2021/greece-honduras-phC26tUF,28.03.2021,Greece,Honduras,2:1,1.68,3.27,5.86,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
179,soccer/world/friendly-international-2021/northern-ireland-usa-CrboK3VA,28.03.2021,Northern Ireland,USA,1:2,4.74,3.51,1.75,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
180,soccer/world/friendly-international-2021/bosnia-herzegovina-costa-rica-61Db7ME9,27.03.2021,Bosnia &amp; Herzegovina,Costa Rica,0:0,2.09,3.25,3.55,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
181,soccer/world/friendly-international-2021/chile-bolivia-WzsuFZef,27.03.2021,Chile,Bolivia,2:1,1.22,6.20,12.52,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
182,soccer/world/friendly-international-2021/nepal-bangladesh-6oPIOmeA,27.03.2021,Nepal,Bangladesh,0:0,2.57,2.67,3.21,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
183,soccer/world/friendly-international-2021/qatar-azerbaijan-KS1HtTwh,27.03.2021,Qatar,Azerbaijan,2:1,1.70,3.38,5.44,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
184,soccer/world/friendly-international-2021/slovakia-north-macedonia-QX42byCs,27.03.2021,Slovakia U21,North Macedonia U21,2:2,2.07,3.17,3.30,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
185,soccer/world/friendly-international-2021/ukraine-uzbekistan-GK2FbtKr,27.03.2021,Ukraine U21,Uzbekistan U23,1:1,1.80,3.55,3.78,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
186,soccer/world/friendly-international-2021/wales-mexico-Kf2QQ7wC,27.03.2021,Wales,Mexico,1:0,4.56,3.43,1.81,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
187,soccer/world/friendly-international-2021/armenia-belarus-IaFWmhG7,26.03.2021,Armenia U21,Belarus U21,1:2,3.26,3.19,2.11,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
188,soccer/world/friendly-international-2021/bulgaria-kazakhstan-vaBm3MBR,26.03.2021,Bulgaria U21,Kazakhstan U21,3:1,1.76,3.54,4.18,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
189,soccer/world/friendly-international-2021/croatia-turkey-QBmR8fzb,26.03.2021,Croatia U21,Turkey U21,4:1,2.66,3.23,2.46,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
190,soccer/world/friendly-international-2021/japan-argentina-tvpxSSrr,26.03.2021,Japan U23,Argentina U23,0:1,2.93,3.41,2.12,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
191,soccer/world/friendly-international-2021/uzbekistan-ghana-Kd58aypf,26.03.2021,Uzbekistan,Ghana B,2:1,1.71,3.72,4.56,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
192,soccer/world/friendly-international-2021/india-oman-AZJk9rpc,25.03.2021,India,Oman,1:1,8.33,3.92,1.43,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
193,soccer/world/friendly-international-2021/japan-south-korea-tl1D1nRn,25.03.2021,Japan,South Korea,3:0,1.68,3.59,5.34,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
194,soccer/world/friendly-international-2021/nepal-kyrgyzstan-hrLEPTu4,25.03.2021,Nepal,Kyrgyzstan U23,0:0,2.84,3.20,2.35,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
195,soccer/world/friendly-international-2021/saudi-arabia-kuwait-OxOg82a3,25.03.2021,Saudi Arabia,Kuwait,1:0,1.58,3.75,5.74,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
196,soccer/world/friendly-international-2021/usa-jamaica-YiasLqG4,25.03.2021,USA,Jamaica,4:1,1.36,4.77,8.46,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
197,soccer/world/friendly-international-2021/belarus-honduras-IuX3ouhj,24.03.2021,Belarus,Honduras,1:1,2.75,3.00,2.68,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
198,soccer/world/friendly-international-2021/jordan-lebanon-nPYftmwa,24.03.2021,Jordan,Lebanon,1:0,2.15,2.83,3.97,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
199,soccer/world/friendly-international-2021/kosovo-lithuania-dWV7pa7d,24.03.2021,Kosovo,Lithuania,4:0,1.59,3.52,6.19,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
200,soccer/world/friendly-international-2021/qatar-luxembourg-6PcDs9Oo,24.03.2021,Qatar,Luxembourg,1:0,1.84,3.34,4.40,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
201,soccer/world/friendly-international-2021/kyrgyzstan-bangladesh-AJV9Q9Qc,23.03.2021,Kyrgyzstan U23,Bangladesh,0:1,1.79,3.47,4.17,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
202,soccer/world/friendly-international-2021/oman-jordan-MZhi6zcL,18.03.2021,Kenya,Tanzania,0:0,2.06,2.93,4.09,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
203,soccer/world/friendly-international-2021/kenya-tanzania-0CtwaM24,15.03.2021,Kenya,Tanzania,2:1,2.18,2.83,3.77,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
204,soccer/world/friendly-international-2021/kenya-south-sudan-MLsZa2mb,13.03.2021,Kenya,South Sudan,1:0,1.66,3.57,5.26,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
205,soccer/world/friendly-international-2021/romania-serbia-WWM1zxeP,10.03.2021,Romania U19,Serbia U19,0:0,3.51,3.38,1.93,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
206,soccer/world/world-cup-2006/saudi-arabia-spain-WC9iqLxD,23.06.2006,Saudi Arabia,Spain,0:1,16.11,6.68,1.15,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
207,soccer/world/world-cup-2006/ukraine-tunisia-rmDeruhJ,23.06.2006,Ukraine,Tunisia,1:0,1.61,3.55,6.10,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
208,soccer/world/world-cup-2006/switzerland-south-korea-4hfOmqOs,23.06.2006,Switzerland,South Korea,2:0,2.01,2.87,4.30,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
209,soccer/world/world-cup-2006/togo-france-SW2dhPFQ,23.06.2006,Togo,France,0:2,15.26,7.04,1.14,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
210,soccer/world/world-cup-2006/croatia-australia-lGp2YNw1,22.06.2006,Croatia,Australia,2:2,2.23,3.20,2.95,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
211,soccer/world/world-cup-2006/japan-brazil-zDtbZ3Of,22.06.2006,Japan,Brazil,1:4,12.00,5.25,1.21,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
212,soccer/world/world-cup-2006/czech-republic-italy-nkL3r818,22.06.2006,Czech Republic,Italy,0:2,3.95,3.15,1.95,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
213,soccer/world/world-cup-2006/ghana-usa-pzv7sSGE,22.06.2006,Ghana,USA,2:1,2.20,3.25,2.75,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
214,soccer/world/world-cup-2006/iran-angola-CnReN6Pr,21.06.2006,Iran,Angola,1:1,2.40,3.10,2.60,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
215,soccer/world/world-cup-2006/portugal-mexico-dhzKvZfG,21.06.2006,Portugal,Mexico,2:1,2.20,2.62,3.50,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
216,soccer/world/world-cup-2006/ivory-coast-serbia-and-montenegro-nH9KJXIj,21.06.2006,Ivory Coast,Serbia and Montenegro,3:2,2.10,3.20,3.00,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
217,soccer/world/world-cup-2006/netherlands-argentina-YD5GKD3p,21.06.2006,Netherlands,Argentina,0:0,3.40,3.00,2.00,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
218,soccer/world/world-cup-2006/paraguay-trinidad-tobago-fZCOSyd4,20.06.2006,Paraguay,Trinidad &amp; Tobago,2:0,1.80,3.75,3.30,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
219,soccer/world/world-cup-2006/sweden-england-ra9KTHtb,20.06.2006,Sweden,England,2:2,3.10,2.62,2.37,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
220,soccer/world/world-cup-2006/costa-rica-poland-YuIkCGBN,20.06.2006,Costa Rica,Poland,1:2,4.50,3.30,1.66,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
221,soccer/world/world-cup-2006/saudi-arabia-ukraine-baBqos80,19.06.2006,Saudi Arabia,Ukraine,0:4,7.00,3.75,1.40,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
222,soccer/world/world-cup-2006/spain-tunisia-xjAmp1N6,19.06.2006,Spain,Tunisia,3:1,1.30,4.00,9.50,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
223,soccer/world/world-cup-2006/togo-switzerland-p8Dig50K,19.06.2006,Togo,Switzerland,0:2,6.50,3.60,1.44,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
224,soccer/world/world-cup-2006/france-south-korea-6HEmfooE,18.06.2006,France,South Korea,1:1,1.44,3.50,7.00,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
225,soccer/world/world-cup-2006/brazil-australia-tjsfzp9l,18.06.2006,Brazil,Australia,2:0,1.20,5.00,11.00,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
226,soccer/world/world-cup-2006/japan-croatia-bsKsyQgr,18.06.2006,Japan,Croatia,0:0,5.00,3.30,1.61,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
227,soccer/world/world-cup-2006/czech-republic-ghana-2yK8K491,17.06.2006,Czech Republic,Ghana,0:2,1.61,3.30,5.00,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
228,soccer/world/world-cup-2006/portugal-iran-2VzGuFuA,17.06.2006,Portugal,Iran,2:0,1.30,4.00,9.50,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
229,soccer/world/world-cup-2006/mexico-angola-OvxCteQ3,16.06.2006,Mexico,Angola,0:0,1.40,3.50,8.00,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
230,soccer/world/world-cup-2006/netherlands-ivory-coast-SWSmPgeT,16.06.2006,Netherlands,Ivory Coast,2:1,1.90,3.10,3.60,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
231,soccer/world/world-cup-2006/england-trinidad-tobago-AoBCVwCo,15.06.2006,England,Trinidad &amp; Tobago,2:0,1.13,5.50,15.00,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
232,soccer/world/world-cup-2006/sweden-paraguay-lxAGUcRi,15.06.2006,Sweden,Paraguay,1:0,1.90,3.10,3.60,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
233,soccer/world/world-cup-2006/ecuador-costa-rica-xEOtExsB,15.06.2006,Ecuador,Costa Rica,3:0,1.93,3.18,3.97,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
234,soccer/world/world-cup-2006/spain-ukraine-bFgSn3wl,14.06.2006,Spain,Ukraine,4:0,1.83,3.13,4.34,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
235,soccer/world/world-cup-2006/france-switzerland-AVYAW18D,13.06.2006,France,Switzerland,0:0,1.66,3.25,5.40,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
236,soccer/world/world-cup-2006/south-korea-togo-Wvz7Xsg7,13.06.2006,South Korea,Togo,2:1,1.97,3.09,3.63,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
237,soccer/world/world-cup-2006/brazil-croatia-ImxFu6oR,13.06.2006,Brazil,Croatia,1:0,1.40,3.50,8.00,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
238,soccer/world/world-cup-2006/australia-japan-vcwBtnWK,12.06.2006,Australia,Japan,3:1,2.50,3.15,2.80,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
239,soccer/world/world-cup-2006/italy-ghana-Y1F4Lpfe,12.06.2006,Italy,Ghana,2:0,1.52,3.40,6.75,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
240,soccer/world/world-cup-2006/usa-czech-republic-fBG0MQvk,12.06.2006,USA,Czech Republic,0:3,4.00,3.20,1.90,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
241,soccer/world/world-cup-2006/angola-portugal-rTKEsyBc,11.06.2006,Angola,Portugal,0:1,9.00,3.75,1.33,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
242,soccer/world/world-cup-2006/serbia-and-montenegro-netherlands-K6PuRFQG,11.06.2006,Serbia and Montenegro,Netherlands,0:1,4.19,3.12,1.87,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
243,soccer/world/world-cup-2006/england-paraguay-S2HgBzRT,10.06.2006,England,Paraguay,1:0,1.62,3.34,5.94,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
244,soccer/world/world-cup-2006/germany-costa-rica-MwlNGvch,09.06.2006,Germany,Costa Rica,4:2,1.26,4.98,11.54,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
245,soccer/world/world-cup-2006/poland-ecuador-0UnRFbCb,09.06.2006,Poland,Ecuador,0:2,1.90,3.25,3.75,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
246,soccer/world/world-cup-2006/italy-france-4Y9TBwM5,09.07.2006,Italy,France,2:1,2.57,2.79,3.18,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
247,soccer/world/world-cup-2006/germany-portugal-MPnHCJ6a,08.07.2006,Germany,Portugal,3:1,1.83,3.36,4.31,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
248,soccer/world/world-cup-2006/portugal-france-hjrDDaig,05.07.2006,Portugal,France,0:1,3.84,2.87,2.14,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
249,soccer/world/world-cup-2006/germany-italy-Eaq9Euxm,04.07.2006,Germany,Italy,0:2,2.43,2.87,3.21,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
250,soccer/world/world-cup-2006/brazil-france-Wzf4FLMt,01.07.2006,Brazil,France,0:1,1.74,3.34,5.04,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
251,soccer/world/world-cup-2006/england-portugal-fF2xK1EP,01.07.2006,England,Portugal,0:1,2.11,3.02,3.70,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
252,soccer/world/world-cup-2006/germany-argentina-b3irdbMI,30.06.2006,Germany,Argentina,2:1,2.55,3.00,2.89,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
253,soccer/world/world-cup-2006/italy-ukraine-xfjneIyP,30.06.2006,Italy,Ukraine,3:0,1.58,3.40,6.86,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
254,soccer/world/world-cup-2006/brazil-ghana-hjMsbKi6,27.06.2006,Brazil,Ghana,3:0,1.26,5.23,10.63,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
255,soccer/world/world-cup-2006/spain-france-WtLocv7C,27.06.2006,Spain,France,1:3,2.33,3.00,3.19,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
